,type,start,end,time(s)
1400_55_2,TRANSLOCATION,1289,0,1.6778178215026855
1400_55_3,TANDEM,1400,1400,1.1335632801055908
1400_55_4,TRANSLOCATION,933,0,1.6771776676177979
1400_60_0,TRANSLOCATION,968,0,1.4871675968170166
1400_60_1,TRANSLOCATION,1072,0,1.1954426765441895
1400_60_2,TANDEM,1400,1400,1.0332810878753662
1400_60_3,TRANSLOCATION,1194,0,1.8929481506347656
1400_60_4,TRANSLOCATION,1108,0,1.3420112133026123
1400_65_0,TRANSLOCATION,1041,0,1.3777296543121338
1400_65_1,TRANSLOCATION,981,0,1.0242013931274414
1400_65_2,TRANSLOCATION,1205,0,0.9618217945098877
1400_65_3,TRANSLOCATION,1003,0,1.6450450420379639
1400_65_4,TRANSLOCATION,1014,0,1.5853674411773682
1400_70_0,TRANSLOCATION,1132,0,1.204944133758545
1400_70_1,TRANSLOCATION,955,0,1.5870420932769775
1400_70_2,TRANSLOCATION,1126,0,1.0363380908966064
1400_70_3,TRANSLOCATION,1199,0,1.4596896171569824
1400_70_4,TRANSLOCATION,1194,0,1.0974421501159668
1400_75_0,TRANSLOCATION,1258,0,1.3282585144042969
1400_75_1,TRANSLOCATION,1128,0,1.2679274082183838
1400_75_2,TRANSLOCATION,1220,0,0.9931173324584961
1400_75_3,TRANSLOCATION,936,0,1.014120101928711
1400_75_4,TANDEM,1400,1400,1.121812343597412
1500_30_0,TRANSLOCATION,1286,0,2.5298449993133545
1500_30_1,TRANSLOCATION,1439,0,2.212524652481079
1500_30_2,TRANSLOCATION,1260,0,2.4218082427978516
1500_30_3,TRANSLOCATION,1193,0,3.0582549571990967
1500_30_4,TRANSLOCATION,1213,0,2.183880090713501
1500_35_0,TRANSLOCATION,1329,0,2.355593681335449
1500_35_1,TRANSLOCATION,1145,0,2.1106245517730713
1500_35_2,TRANSLOCATION,1117,0,1.91534423828125
1500_35_3,TRANSLOCATION,1153,0,2.1279702186584473
1500_35_4,TRANSLOCATION,1269,0,3.038357734680176
1500_40_0,TRANSLOCATION,1371,0,1.633425235748291
1500_40_1,TRANSLOCATION,1205,0,2.4190404415130615
1500_40_2,TRANSLOCATION,1293,0,2.1198360919952393
1500_40_3,TRANSLOCATION,1318,0,1.862619400024414
1500_40_4,TRANSLOCATION,1388,0,1.9850106239318848
1500_45_0,TRANSLOCATION,1187,0,1.9912595748901367
1500_45_1,TRANSLOCATION,1238,0,1.5278425216674805
1500_45_2,TRANSLOCATION,1261,0,1.70389723777771
1500_45_3,TRANSLOCATION,1297,0,1.9927701950073242
1500_45_4,TRANSLOCATION,1414,0,2.1216952800750732
1500_50_0,TRANSLOCATION,1310,0,1.626251220703125
1500_50_1,TRANSLOCATION,1381,0,2.239840507507324
1500_50_2,TRANSLOCATION,1067,0,2.0541961193084717
1500_50_3,TRANSLOCATION,1363,0,1.5178041458129883
1500_50_4,TRANSLOCATION,1128,0,1.5578265190124512
1500_55_0,TRANSLOCATION,1099,0,1.6933879852294922
1500_55_1,TRANSLOCATION,1339,0,1.8770267963409424
1500_55_2,TANDEM,1500,1500,1.3082935810089111
1500_55_3,TRANSLOCATION,1305,0,1.753194808959961
1500_55_4,TANDEM,1500,1500,1.5436439514160156
1500_60_0,TRANSLOCATION,1039,0,2.1818652153015137
1500_60_1,TRANSLOCATION,1220,0,1.3805105686187744
1500_60_2,TRANSLOCATION,1404,0,1.672959804534912
1500_60_3,TRANSLOCATION,1008,0,1.7841217517852783
1500_60_4,TRANSLOCATION,1038,0,1.7919321060180664
1500_65_0,TRANSLOCATION,1288,0,1.118467092514038
1500_65_1,TRANSLOCATION,970,0,1.2402145862579346
1500_65_2,TRANSLOCATION,1267,0,1.320699691772461
1500_65_3,TRANSLOCATION,1249,0,1.4350738525390625
1500_65_4,TRANSLOCATION,1282,0,1.7020370960235596
1500_70_0,TRANSLOCATION,1328,0,1.3812494277954102
1500_70_1,TRANSLOCATION,1386,0,1.3468677997589111
1500_70_2,TRANSLOCATION,1022,0,1.7333316802978516
1500_70_3,TRANSLOCATION,1135,0,1.3994114398956299
1500_70_4,TRANSLOCATION,1272,0,1.2585279941558838
1500_75_0,TRANSLOCATION,1081,0,1.218475341796875
1500_75_1,TRANSLOCATION,1085,0,1.2236061096191406
1500_75_2,TRANSLOCATION,1084,0,1.6374363899230957
1500_75_3,TRANSLOCATION,1094,0,1.0977118015289307
1500_75_4,TRANSLOCATION,1228,0,1.1532855033874512
1600_30_0,TRANSLOCATION,1348,0,2.520703077316284
1600_30_1,TRANSLOCATION,1510,0,3.2193500995635986
1600_30_2,TRANSLOCATION,1147,0,2.316397190093994
1600_30_3,TRANSLOCATION,1174,0,2.6489412784576416
1600_30_4,TRANSLOCATION,1221,0,2.584625482559204
1600_35_0,INSERTION_SMALLER,1600,1600,2.3094334602355957
1600_35_1,TRANSLOCATION,1357,0,3.0158705711364746
1600_35_2,TRANSLOCATION,1482,0,2.080772876739502
1600_35_3,TRANSLOCATION,1097,0,2.7607955932617188
1600_35_4,TRANSLOCATION,1415,0,2.0106046199798584
1600_40_0,TRANSLOCATION,1333,0,2.0214688777923584
1600_40_1,TRANSLOCATION,1392,0,2.3362221717834473
1600_40_2,TRANSLOCATION,1071,0,1.974456548690796
1600_40_3,TRANSLOCATION,1337,0,2.600060224533081
1600_40_4,TRANSLOCATION,1467,0,2.0192112922668457
1600_45_0,TRANSLOCATION,1224,0,2.181373119354248
1600_45_1,TRANSLOCATION,1303,0,2.2529404163360596
1600_45_2,TRANSLOCATION,1429,0,2.393277883529663
1600_45_3,TRANSLOCATION,1157,0,2.609700918197632
1600_45_4,TRANSLOCATION,1222,0,1.7644939422607422
1600_50_0,TRANSLOCATION,1183,0,1.8934800624847412
1600_50_1,TRANSLOCATION,1218,0,1.8006999492645264
1600_50_2,TRANSLOCATION,1107,0,2.0977261066436768
1600_50_3,TRANSLOCATION,1260,0,1.4860107898712158
1600_50_4,TRANSLOCATION,1081,0,1.3009922504425049
1600_55_0,TRANSLOCATION,1269,0,1.3415863513946533
1600_55_1,TRANSLOCATION,1492,0,1.852257251739502
1600_55_2,TRANSLOCATION,1352,0,1.8740015029907227
1600_55_3,TRANSLOCATION,1366,0,1.4547598361968994
1600_55_4,TRANSLOCATION,1236,0,2.0131289958953857
1600_60_0,TRANSLOCATION,1090,0,2.0722293853759766
1600_60_1,TRANSLOCATION,1117,0,1.596832513809204
1600_60_2,TRANSLOCATION,1267,0,1.9913816452026367
1600_60_3,TRANSLOCATION,1215,0,2.000685691833496
1600_60_4,TRANSLOCATION,1179,0,1.6744961738586426
1600_65_0,TRANSLOCATION,1120,0,1.8649170398712158
1600_65_1,TRANSLOCATION,1229,0,1.8556442260742188
1600_65_2,TRANSLOCATION,1419,0,1.4855434894561768
1600_65_3,TANDEM,1600,1600,1.2575280666351318
1600_65_4,TRANSLOCATION,1436,0,1.445793867111206
1600_70_0,TRANSLOCATION,1309,0,1.3645837306976318
1600_70_1,TRANSLOCATION,1096,0,1.542494773864746
1600_70_2,TRANSLOCATION,1266,0,1.6423003673553467
1600_70_3,TRANSLOCATION,1454,0,1.4099605083465576
1600_70_4,TRANSLOCATION,1091,0,1.6994664669036865
1600_75_0,TRANSLOCATION,1458,0,1.3477098941802979
1600_75_1,TRANSLOCATION,1095,0,1.7882418632507324
1600_75_2,TRANSLOCATION,1268,0,1.1657660007476807
1600_75_3,TRANSLOCATION,1398,0,1.211911916732788
1600_75_4,TRANSLOCATION,1129,0,1.3261876106262207
1700_30_0,TRANSLOCATION,1633,0,2.828004837036133
1700_30_1,TRANSLOCATION,1521,0,3.766781806945801
1700_30_2,TRANSLOCATION,1340,0,3.010561466217041
1700_30_3,TRANSLOCATION,1232,0,3.3867979049682617
1700_30_4,TRANSLOCATION,1337,0,3.9014976024627686
1700_35_0,TRANSLOCATION,1618,0,1.8930203914642334
1700_35_1,TRANSLOCATION,1414,0,2.828416585922241
1700_35_2,TRANSLOCATION,1351,0,2.154550075531006
1700_35_3,TRANSLOCATION,1490,0,2.1120169162750244
1700_35_4,TRANSLOCATION,1279,0,3.064466714859009
1700_40_0,TRANSLOCATION,1332,0,1.8544368743896484
1700_40_1,TRANSLOCATION,1334,0,2.3800039291381836
1700_40_2,TRANSLOCATION,1386,0,2.2755963802337646
1700_40_3,TRANSLOCATION,1315,0,2.107459306716919
1700_40_4,TRANSLOCATION,1604,0,3.1046106815338135
1700_45_0,TRANSLOCATION,1204,0,1.6878647804260254
1700_45_1,TRANSLOCATION,1600,0,1.7602195739746094
1700_45_2,TRANSLOCATION,1570,0,2.484520673751831
1700_45_3,TRANSLOCATION,1321,0,2.2373263835906982
1700_45_4,TRANSLOCATION,1220,0,2.42336368560791
1700_50_0,TRANSLOCATION,1320,0,1.6950697898864746
1700_50_1,TRANSLOCATION,1541,0,1.7517132759094238
1700_50_2,TRANSLOCATION,1456,0,1.7522380352020264
1700_50_3,TRANSLOCATION,1151,0,2.73957896232605
1700_50_4,TRANSLOCATION,1359,0,1.8253467082977295
1700_55_0,TRANSLOCATION,1327,0,1.608142375946045
1700_55_1,TRANSLOCATION,1120,0,2.0260698795318604
1700_55_2,TRANSLOCATION,1305,0,1.7994635105133057
1700_55_3,TRANSLOCATION,1441,0,2.0366835594177246
1700_55_4,TRANSLOCATION,1299,0,2.4831979274749756
1700_60_0,TRANSLOCATION,1360,0,2.1586313247680664
1700_60_1,TRANSLOCATION,1449,0,1.4993431568145752
1700_60_2,TRANSLOCATION,1418,0,2.312849760055542
1700_60_3,TRANSLOCATION,1311,0,1.8997595310211182
1700_60_4,TRANSLOCATION,1298,0,1.7689592838287354
1700_65_0,TRANSLOCATION,1461,0,1.9351541996002197
1700_65_1,TRANSLOCATION,1300,0,1.5519044399261475
1700_65_2,TRANSLOCATION,1423,0,1.8787925243377686
1700_65_3,TRANSLOCATION,1222,0,1.9394073486328125
1700_65_4,TRANSLOCATION,1347,0,2.032698631286621
1700_70_0,TRANSLOCATION,1363,0,1.2583844661712646
1700_70_1,TRANSLOCATION,1134,0,1.9018282890319824
1700_70_2,TRANSLOCATION,1145,0,2.3042399883270264
1700_70_3,TANDEM,1700,1700,1.4107551574707031
1700_70_4,TRANSLOCATION,1189,0,1.6053330898284912
1700_75_0,TRANSLOCATION,1303,0,1.4547579288482666
1700_75_1,TRANSLOCATION,1496,0,1.3264553546905518
1700_75_2,TRANSLOCATION,1386,0,1.9455785751342773
1700_75_3,TRANSLOCATION,1246,0,1.5351948738098145
1700_75_4,TRANSLOCATION,1439,0,1.8119909763336182
1800_30_0,TRANSLOCATION,1464,0,2.578799247741699
1800_30_1,TRANSLOCATION,1440,0,2.403940200805664
1800_30_2,TANDEM,1800,1800,3.6453933715820312
1800_30_3,TRANSLOCATION,1595,0,2.878584623336792
1800_30_4,TRANSLOCATION,1214,0,4.977731227874756
1800_35_0,TRANSLOCATION,1635,0,3.5377299785614014
1800_35_1,TRANSLOCATION,1203,0,2.9079267978668213
1800_35_2,TRANSLOCATION,1275,0,3.9015562534332275
1800_35_3,TRANSLOCATION,1375,0,3.3043792247772217
1800_35_4,TRANSLOCATION,1245,0,2.510806083679199
1800_40_0,TRANSLOCATION,1297,0,3.0693578720092773
1800_40_1,TRANSLOCATION,1321,0,2.443162679672241
1800_40_2,TRANSLOCATION,1684,0,2.2433650493621826
1800_40_3,TRANSLOCATION,1588,0,2.756169080734253
1800_40_4,TRANSLOCATION,1583,0,2.5304737091064453
1800_45_0,TRANSLOCATION,1391,0,3.1037168502807617
1800_45_1,TRANSLOCATION,1371,0,2.4270236492156982
1800_45_2,TRANSLOCATION,1203,0,2.2237110137939453
1800_45_3,TRANSLOCATION,1492,0,2.369365930557251
1800_45_4,TRANSLOCATION,1387,0,2.6464684009552
1800_50_0,TRANSLOCATION,1255,0,2.6737265586853027
1800_50_1,TRANSLOCATION,1454,0,1.7104685306549072
1800_50_2,TRANSLOCATION,1360,0,2.5819318294525146
1800_50_3,TRANSLOCATION,1359,0,1.992476224899292
1800_50_4,TRANSLOCATION,1637,0,2.627647638320923
1800_55_0,TRANSLOCATION,1350,0,2.49607253074646
1800_55_1,TRANSLOCATION,1491,0,2.5002245903015137
1800_55_2,TRANSLOCATION,1205,0,2.9986414909362793
1800_55_3,TRANSLOCATION,1413,0,1.7863218784332275
1800_55_4,TRANSLOCATION,1568,0,1.9818954467773438
1800_60_0,TRANSLOCATION,1327,0,1.7516214847564697
1800_60_1,TANDEM,1800,1800,1.6861486434936523
1800_60_2,TRANSLOCATION,1558,0,2.183008909225464
1800_60_3,TRANSLOCATION,1551,0,1.8373034000396729
1800_60_4,TRANSLOCATION,1607,0,1.9020459651947021
1800_65_0,TRANSLOCATION,1236,0,2.3058042526245117
1800_65_1,TRANSLOCATION,1180,0,1.8651478290557861
1800_65_2,TANDEM,1800,1800,1.6655125617980957
1800_65_3,TRANSLOCATION,1577,0,1.7653675079345703
1800_65_4,TRANSLOCATION,1613,0,2.077432632446289
1800_70_0,TRANSLOCATION,1505,0,1.6874616146087646
1800_70_1,TRANSLOCATION,1239,0,1.6544103622436523
1800_70_2,TRANSLOCATION,1243,0,2.1470913887023926
1800_70_3,TRANSLOCATION,1316,0,2.7795886993408203
1800_70_4,TRANSLOCATION,1605,0,2.0361318588256836
1800_75_0,TRANSLOCATION,1286,0,1.4528918266296387
1800_75_1,TRANSLOCATION,1488,0,2.4086990356445312
1800_75_2,TRANSLOCATION,1623,0,1.417179822921753
1800_75_3,TRANSLOCATION,1333,0,1.4946346282958984
1800_75_4,TRANSLOCATION,1640,0,1.9252614974975586
1900_30_0,TRANSLOCATION,1562,0,3.1715903282165527
1900_30_1,TRANSLOCATION,1579,0,3.2573745250701904
1900_30_2,TRANSLOCATION,1328,0,2.8446333408355713
1900_30_3,TRANSLOCATION,1680,0,3.5207953453063965
1900_30_4,TRANSLOCATION,1420,0,4.3220860958099365
1900_35_0,TRANSLOCATION,1757,0,3.053889751434326
1900_35_1,TRANSLOCATION,1387,0,3.5266430377960205
1900_35_2,TRANSLOCATION,1625,0,3.844468116760254
1900_35_3,TRANSLOCATION,1535,0,2.825000762939453
1900_35_4,TRANSLOCATION,1694,0,2.291965961456299
1900_40_0,TRANSLOCATION,1556,0,4.063197612762451
1900_40_1,TRANSLOCATION,1339,0,3.4820919036865234
1900_40_2,TRANSLOCATION,1520,0,3.204396963119507
1900_40_3,TRANSLOCATION,1644,0,3.35485577583313
1900_40_4,TRANSLOCATION,1451,0,2.8509023189544678
1900_45_0,TRANSLOCATION,1516,0,2.38836407661438
1900_45_1,TRANSLOCATION,1536,0,2.924663782119751
1900_45_2,TRANSLOCATION,1697,0,3.4968297481536865
1900_45_3,TRANSLOCATION,1487,0,2.259335994720459
1900_45_4,TRANSLOCATION,1477,0,2.7278966903686523
1900_50_0,TRANSLOCATION,1365,0,2.6911208629608154
1900_50_1,TRANSLOCATION,1589,0,2.2559947967529297
1900_50_2,TRANSLOCATION,1655,0,2.5178475379943848
1900_50_3,TRANSLOCATION,1526,0,2.1070992946624756
1900_50_4,TRANSLOCATION,1547,0,2.525405168533325
1900_55_0,TRANSLOCATION,1342,0,1.9571483135223389
1900_55_1,TRANSLOCATION,1330,0,2.152040481567383
1900_55_2,TRANSLOCATION,1458,0,2.634662389755249
1900_55_3,TRANSLOCATION,1585,0,2.3928089141845703
1900_55_4,TRANSLOCATION,1602,0,3.1556901931762695
1900_60_0,TRANSLOCATION,1335,0,1.9755291938781738
1900_60_1,TRANSLOCATION,1505,0,2.2616002559661865
1900_60_2,TRANSLOCATION,1633,0,2.746652364730835
1900_60_3,TRANSLOCATION,1649,0,2.9177865982055664
1900_60_4,TRANSLOCATION,1342,0,1.9751126766204834
1900_65_0,TRANSLOCATION,1684,0,1.6268937587738037
1900_65_1,TRANSLOCATION,1666,0,1.782090425491333
1900_65_2,TRANSLOCATION,1194,0,2.682994842529297
1900_65_3,TRANSLOCATION,1298,0,1.822941541671753
1900_65_4,TRANSLOCATION,1280,0,2.2718796730041504
1900_70_0,TRANSLOCATION,1289,0,2.719144582748413
1900_70_1,TRANSLOCATION,1284,0,1.6252415180206299
1900_70_2,TRANSLOCATION,1489,0,1.5569987297058105
1900_70_3,TRANSLOCATION,1669,0,2.5542826652526855
1900_70_4,TRANSLOCATION,1368,0,1.7562570571899414
1900_75_0,TRANSLOCATION,1492,0,1.94106125831604
1900_75_1,TRANSLOCATION,1550,0,1.7028400897979736
1900_75_2,TRANSLOCATION,1746,0,2.0274064540863037
1900_75_3,TRANSLOCATION,1470,0,1.5052461624145508
1900_75_4,TRANSLOCATION,1464,0,2.3223750591278076
