,type,start,end,time(s)
1400_45_3,TANDEM,903,870,1.9679605960845947
1400_45_4,INSERTION_SMALLER,761,780,3.3860726356506348
1400_50_0,INSERTION_BIGGER,819,840,1.9475674629211426
1400_50_1,INSERTION_BIGGER,249,250,1.6815366744995117
1400_50_2,INSERTION_SMALLER,710,744,2.0749754905700684
1400_50_3,INSERTION_SMALLER,1003,1046,2.1767876148223877
1400_50_4,INSERTION_SMALLER,1071,1072,2.235004186630249
1400_55_0,INSERTION_SMALLER,1055,1057,1.816957712173462
1400_55_1,INSERTION_SMALLER,922,923,2.3002028465270996
1400_55_2,INSERTION_SMALLER,784,785,2.704876661300659
1400_55_3,INVERSION,890,913,2.004629135131836
1400_55_4,INVERSION,543,540,1.937781810760498
1400_60_0,INSERTION_SMALLER,398,407,2.1643898487091064
1400_60_1,TANDEM,303,258,1.8997859954833984
1400_60_2,TANDEM,847,797,1.9668073654174805
1400_60_3,INSERTION_SMALLER,543,544,1.487989902496338
1400_60_4,INSERTION_SMALLER,516,522,1.8529784679412842
1400_65_0,DELETION,832,835,2.2220609188079834
1400_65_1,INSERTION_SMALLER,777,784,1.5439784526824951
1400_65_2,INSERTION_BIGGER,370,372,1.3529751300811768
1400_65_3,INSERTION_SMALLER,742,758,1.818760871887207
1400_65_4,INSERTION_SMALLER,592,593,1.2265839576721191
1400_70_0,INSERTION_SMALLER,337,338,1.9946417808532715
1400_70_1,TANDEM,518,520,1.514836311340332
1400_70_2,INSERTION_SMALLER,908,956,1.6103577613830566
1400_70_3,INVERSION,904,986,2.0073983669281006
1400_70_4,INSERTION_SMALLER,879,880,1.526601791381836
1400_75_0,INSERTION_SMALLER,345,346,2.0104761123657227
1400_75_1,INSERTION_SMALLER,1006,1028,2.111125946044922
1400_75_2,INSERTION_SMALLER,1029,1060,1.287431240081787
1400_75_3,INSERTION_SMALLER,753,773,1.3560478687286377
1400_75_4,INSERTION_SMALLER,884,931,1.8933026790618896
1500_30_0,INSERTION_SMALLER,155,156,3.902153491973877
1500_30_1,INSERTION_SMALLER,729,730,2.381498098373413
1500_30_2,INSERTION_SMALLER,898,920,2.9846994876861572
1500_30_3,INSERTION_SMALLER,735,737,2.6653571128845215
1500_30_4,INSERTION_SMALLER,1158,1174,2.709955930709839
1500_35_0,TRANSLOCATION,312,0,1.8306496143341064
1500_35_1,INSERTION_SMALLER,166,168,2.3103888034820557
1500_35_2,INSERTION_SMALLER,906,908,2.53056001663208
1500_35_3,INVERSION,791,800,2.197362184524536
1500_35_4,INSERTION_SMALLER,1500,1500,2.4083597660064697
1500_40_0,INSERTION_SMALLER,517,519,2.699242353439331
1500_40_1,INSERTION_SMALLER,864,897,3.07842755317688
1500_40_2,INSERTION_SMALLER,840,842,1.8646376132965088
1500_40_3,TANDEM,553,528,2.8788716793060303
1500_40_4,TANDEM,1061,1063,2.076395034790039
1500_45_0,INSERTION_SMALLER,432,453,2.9343018531799316
1500_45_1,INSERTION_SMALLER,407,408,2.190274953842163
1500_45_2,TRANSLOCATION,579,0,2.268947124481201
1500_45_3,INSERTION_SMALLER,978,979,2.1313529014587402
1500_45_4,TANDEM,458,449,2.82790207862854
1500_50_0,TANDEM,1050,1028,2.788519859313965
1500_50_1,INSERTION_SMALLER,411,412,1.8472752571105957
1500_50_2,INVERSION,435,459,2.1724424362182617
1500_50_3,INSERTION_SMALLER,1066,1114,2.16048526763916
1500_50_4,INSERTION_SMALLER,192,193,2.141693115234375
1500_55_0,TRANSLOCATION,271,0,1.8465638160705566
1500_55_1,TANDEM,782,742,1.965099573135376
1500_55_2,INSERTION_SMALLER,410,412,1.8395490646362305
1500_55_3,INSERTION_SMALLER,800,806,1.756880760192871
1500_55_4,INSERTION_SMALLER,839,840,1.6221013069152832
1500_60_0,INSERTION_SMALLER,687,688,2.7466671466827393
1500_60_1,INSERTION_SMALLER,730,743,1.4289865493774414
1500_60_2,INSERTION_SMALLER,513,534,1.7101356983184814
1500_60_3,INSERTION_SMALLER,722,734,1.6413428783416748
1500_60_4,INSERTION_SMALLER,625,641,1.7186174392700195
1500_65_0,TANDEM,937,897,1.8167994022369385
1500_65_1,INSERTION_SMALLER,269,311,1.4277114868164062
1500_65_2,INSERTION_SMALLER,878,952,2.0835866928100586
1500_65_3,INSERTION_SMALLER,896,907,2.396019697189331
1500_65_4,TANDEM,981,982,2.23587703704834
1500_70_0,TANDEM,858,859,2.114109754562378
1500_70_1,TRANSLOCATION,1002,0,1.2879509925842285
1500_70_2,INSERTION_SMALLER,801,861,1.9739000797271729
1500_70_3,INSERTION_SMALLER,896,897,2.060917377471924
1500_70_4,INSERTION_SMALLER,817,818,2.181144952774048
1500_75_0,TANDEM,503,434,1.5212433338165283
1500_75_1,INSERTION_SMALLER,1074,1144,1.638737440109253
1500_75_2,INSERTION_SMALLER,855,858,1.8521151542663574
1500_75_3,TANDEM,667,633,1.6419212818145752
1500_75_4,TANDEM,903,830,1.452756404876709
1600_30_0,INSERTION_SMALLER,1121,1123,2.793696403503418
1600_30_1,INSERTION_SMALLER,1100,1102,3.218604564666748
1600_30_2,INSERTION_SMALLER,1371,1399,2.608246088027954
1600_30_3,TRANSLOCATION,1214,0,2.284818410873413
1600_30_4,INSERTION_SMALLER,712,736,2.86405611038208
1600_35_0,INSERTION_SMALLER,302,303,2.9224040508270264
1600_35_1,INSERTION_SMALLER,648,649,2.314971923828125
1600_35_2,TANDEM,238,238,3.0738186836242676
1600_35_3,TANDEM,1119,1120,2.6768651008605957
1600_35_4,TANDEM,1027,994,3.7593331336975098
1600_40_0,INSERTION_SMALLER,363,365,3.678006172180176
1600_40_1,INSERTION_SMALLER,1104,1125,2.368199586868286
1600_40_2,INSERTION_SMALLER,1600,1600,2.759901762008667
1600_40_3,TANDEM,1338,1339,3.2590677738189697
1600_40_4,INSERTION_SMALLER,416,417,2.9127469062805176
1600_45_0,INSERTION_SMALLER,1313,1314,3.472979784011841
1600_45_1,TANDEM,651,647,1.9721543788909912
1600_45_2,INSERTION_SMALLER,558,560,2.028998851776123
1600_45_3,INSERTION_SMALLER,826,908,2.969796657562256
1600_45_4,INSERTION_SMALLER,573,606,3.277806043624878
1600_50_0,INSERTION_SMALLER,1057,1058,2.43200945854187
1600_50_1,INSERTION_SMALLER,394,426,2.3301150798797607
1600_50_2,TANDEM,1160,1105,2.7397327423095703
1600_50_3,INVERSION,274,273,2.6863255500793457
1600_50_4,TANDEM,967,945,2.550230026245117
1600_55_0,INSERTION_SMALLER,1082,1084,1.6347956657409668
1600_55_1,INSERTION_BIGGER,751,768,1.816992998123169
1600_55_2,INVERSION,983,1025,2.4421918392181396
1600_55_3,TANDEM,448,449,1.9689640998840332
1600_55_4,INSERTION_SMALLER,539,544,2.6767263412475586
1600_60_0,INSERTION_SMALLER,1276,1328,2.072753429412842
1600_60_1,TANDEM,800,803,2.071265697479248
1600_60_2,INSERTION_SMALLER,368,370,2.729140043258667
1600_60_3,INVERSION,917,939,2.6720709800720215
1600_60_4,INSERTION_SMALLER,1300,1358,2.3316009044647217
1600_65_0,INSERTION_SMALLER,386,427,2.331092596054077
1600_65_1,TANDEM,608,559,2.037639856338501
1600_65_2,TANDEM,982,958,1.8067755699157715
1600_65_3,INSERTION_SMALLER,543,607,1.6958529949188232
1600_65_4,INSERTION_SMALLER,755,765,2.040717363357544
1600_70_0,INSERTION_SMALLER,779,792,1.6858928203582764
1600_70_1,INVERSION,673,672,1.882382869720459
1600_70_2,TANDEM,461,435,2.431730270385742
1600_70_3,INSERTION_SMALLER,749,750,2.562699556350708
1600_70_4,INSERTION_BIGGER,1136,1162,2.363884210586548
1600_75_0,TANDEM,923,924,2.5818026065826416
1600_75_1,INSERTION_SMALLER,887,899,2.574246406555176
1600_75_2,INSERTION_SMALLER,997,1009,1.8076727390289307
1600_75_3,INSERTION_SMALLER,342,381,1.6439578533172607
1600_75_4,TANDEM,845,845,1.8784511089324951
1700_30_0,INSERTION_SMALLER,1082,1088,3.3936471939086914
1700_30_1,INSERTION_SMALLER,1385,1386,3.9775168895721436
1700_30_2,INSERTION_SMALLER,909,910,3.3349556922912598
1700_30_3,TANDEM,714,682,3.2941226959228516
1700_30_4,TRANSLOCATION,1037,0,3.742794990539551
1700_35_0,TANDEM,1062,1063,3.5079257488250732
1700_35_1,INSERTION_SMALLER,658,659,2.7488160133361816
1700_35_2,TANDEM,962,963,2.8487329483032227
1700_35_3,INSERTION_SMALLER,1203,1237,2.766517162322998
1700_35_4,INSERTION_SMALLER,1114,1135,3.5606446266174316
1700_40_0,INSERTION_SMALLER,334,366,3.4325735569000244
1700_40_1,INSERTION_SMALLER,671,673,2.655752420425415
1700_40_2,TANDEM,1200,1171,2.0255517959594727
1700_40_3,INSERTION_SMALLER,351,352,3.177246570587158
1700_40_4,TANDEM,757,759,3.9867851734161377
1700_45_0,TANDEM,383,384,3.01069712638855
1700_45_1,INSERTION_SMALLER,1186,1256,1.9332826137542725
1700_45_2,INSERTION_SMALLER,875,898,2.668769121170044
1700_45_3,DELETION,1401,1399,2.825376510620117
1700_45_4,TANDEM,1171,1125,2.911128282546997
1700_50_0,INSERTION_SMALLER,398,426,2.860090494155884
1700_50_1,TANDEM,1082,1064,2.865682601928711
1700_50_2,INSERTION_SMALLER,1319,1372,3.5824167728424072
1700_50_3,TRANSLOCATION,1117,0,2.7364587783813477
1700_50_4,TRANSLOCATION,656,0,2.038001775741577
1700_55_0,INSERTION_SMALLER,556,597,2.5403389930725098
1700_55_1,INSERTION_BIGGER,948,1002,2.0500731468200684
1700_55_2,INSERTION_SMALLER,801,802,2.6122887134552
1700_55_3,TANDEM,848,850,2.9512884616851807
1700_55_4,INSERTION_SMALLER,345,349,2.2748360633850098
1700_60_0,INSERTION_SMALLER,788,808,2.454300880432129
1700_60_1,INSERTION_SMALLER,1031,1032,2.2030117511749268
1700_60_2,INSERTION_SMALLER,1282,1386,2.363380193710327
1700_60_3,TANDEM,882,839,3.3853578567504883
1700_60_4,TRANSLOCATION,763,0,2.793755531311035
1700_65_0,INSERTION_SMALLER,673,782,2.945418357849121
1700_65_1,INSERTION_SMALLER,897,1007,2.035494565963745
1700_65_2,TANDEM,1297,1267,2.7922635078430176
1700_65_3,TANDEM,775,769,2.195845127105713
1700_65_4,INSERTION_SMALLER,958,1018,2.399989604949951
1700_70_0,INSERTION_SMALLER,770,803,1.8541078567504883
1700_70_1,TRANSLOCATION,524,0,1.7863900661468506
1700_70_2,INSERTION_SMALLER,754,828,1.7635152339935303
1700_70_3,INVERSION,1323,1336,2.3675520420074463
1700_70_4,INSERTION_SMALLER,703,755,2.2769060134887695
1700_75_0,INSERTION_SMALLER,1177,1237,2.0151684284210205
1700_75_1,INSERTION_BIGGER,1190,1328,1.4217422008514404
1700_75_2,TANDEM,653,579,3.284477472305298
1700_75_3,INSERTION_SMALLER,458,459,1.8308939933776855
1700_75_4,INSERTION_SMALLER,929,931,2.469909906387329
1800_30_0,INSERTION_SMALLER,163,164,5.6400556564331055
1800_30_1,INSERTION_SMALLER,703,728,3.5059268474578857
1800_30_2,INSERTION_SMALLER,769,812,4.772538661956787
1800_30_3,INSERTION_SMALLER,193,203,5.106326341629028
1800_30_4,INSERTION_SMALLER,645,646,3.3282392024993896
1800_35_0,TANDEM,1388,1390,3.442622184753418
1800_35_1,TANDEM,1121,1122,5.182983160018921
1800_35_2,INVERSION,1027,1063,3.1231608390808105
1800_35_3,TRANSLOCATION,1362,0,2.8768420219421387
1800_35_4,INSERTION_SMALLER,693,719,5.6773645877838135
1800_40_0,TRANSLOCATION,1450,0,2.5914876461029053
1800_40_1,INSERTION_SMALLER,783,785,3.333091974258423
1800_40_2,INSERTION_SMALLER,1093,1094,2.8381474018096924
1800_40_3,DELETION,1428,1453,3.3660049438476562
1800_40_4,INSERTION_SMALLER,321,356,3.9823951721191406
1800_45_0,INSERTION_SMALLER,1459,1507,2.538057804107666
1800_45_1,INSERTION_SMALLER,1272,1273,2.802731513977051
1800_45_2,TRANSLOCATION,515,0,3.219775676727295
1800_45_3,TANDEM,1407,1377,3.090648651123047
1800_45_4,TANDEM,1106,1107,4.306534051895142
1800_50_0,INSERTION_SMALLER,1130,1182,2.5468499660491943
1800_50_1,INSERTION_SMALLER,795,796,2.1643857955932617
1800_50_2,INSERTION_SMALLER,985,986,3.0633695125579834
1800_50_3,INSERTION_SMALLER,1022,1042,3.9782357215881348
1800_50_4,TANDEM,1202,1206,2.6822469234466553
1800_55_0,INVERSION,910,919,2.1631100177764893
1800_55_1,TANDEM,584,586,2.3386502265930176
1800_55_2,INSERTION_BIGGER,535,537,2.48397159576416
1800_55_3,INSERTION_SMALLER,1139,1158,3.414052963256836
1800_55_4,INSERTION_SMALLER,1331,1334,2.5753369331359863
1800_60_0,TANDEM,1069,967,3.535898447036743
1800_60_1,INSERTION_SMALLER,461,511,3.183469533920288
1800_60_2,TANDEM,1188,1098,3.098217487335205
1800_60_3,INVERSION,711,709,3.5497875213623047
1800_60_4,TANDEM,563,500,3.069927930831909
1800_65_0,INVERSION,1297,1315,2.5417473316192627
1800_65_1,INSERTION_SMALLER,885,929,3.448234796524048
1800_65_2,INSERTION_SMALLER,433,434,3.021104097366333
1800_65_3,TRANSLOCATION,509,0,2.6481380462646484
1800_65_4,INSERTION_SMALLER,1168,1227,2.3354034423828125
1800_70_0,TRANSLOCATION,683,0,2.012085437774658
1800_70_1,INSERTION_SMALLER,930,1041,2.5192253589630127
1800_70_2,INSERTION_SMALLER,1090,1166,2.6572442054748535
1800_70_3,INSERTION_SMALLER,949,1032,3.050433874130249
1800_70_4,TRANSLOCATION,1159,0,1.8527696132659912
1800_75_0,INSERTION_BIGGER,623,783,2.2095344066619873
1800_75_1,TANDEM,494,413,3.4403793811798096
1800_75_2,INSERTION_SMALLER,1201,1307,2.543016195297241
1800_75_3,INSERTION_SMALLER,1203,1261,1.7834253311157227
1800_75_4,INSERTION_SMALLER,1059,1139,1.8798282146453857
1900_30_0,TANDEM,719,703,4.935147762298584
1900_30_1,TRANSLOCATION,784,0,3.300858974456787
1900_30_2,TANDEM,1295,1287,4.15566086769104
1900_30_3,INSERTION_SMALLER,1699,1704,4.701705455780029
1900_30_4,INSERTION_SMALLER,1107,1109,5.133618116378784
1900_35_0,INSERTION_BIGGER,499,526,3.8207051753997803
1900_35_1,TANDEM,301,283,3.158719539642334
1900_35_2,INSERTION_SMALLER,1239,1282,3.701706647872925
1900_35_3,INVERSION,1464,1462,2.833094596862793
1900_35_4,INSERTION_SMALLER,302,305,3.661008834838867
1900_40_0,INSERTION_SMALLER,1382,1392,3.5232737064361572
1900_40_1,INSERTION_SMALLER,730,741,5.249627590179443
1900_40_2,TANDEM,1312,1312,3.054442882537842
1900_40_3,TANDEM,1517,1518,2.7610530853271484
1900_40_4,INSERTION_SMALLER,975,994,4.00857138633728
1900_45_0,INSERTION_SMALLER,706,717,3.441240072250366
1900_45_1,INSERTION_SMALLER,992,993,3.223790168762207
1900_45_2,INSERTION_SMALLER,538,540,3.1564736366271973
1900_45_3,TANDEM,1281,1258,3.2713518142700195
1900_45_4,TRANSLOCATION,808,0,2.5908896923065186
1900_50_0,INSERTION_SMALLER,870,871,4.976037263870239
1900_50_1,TRANSLOCATION,840,0,3.2465016841888428
1900_50_2,INSERTION_SMALLER,1251,1342,2.440480947494507
1900_50_3,INSERTION_SMALLER,1040,1139,3.124654769897461
1900_50_4,TANDEM,766,768,3.3228838443756104
1900_55_0,TANDEM,510,485,3.3628766536712646
1900_55_1,TANDEM,1589,1521,3.4534804821014404
1900_55_2,INSERTION_SMALLER,384,390,2.4050910472869873
1900_55_3,INSERTION_SMALLER,945,982,2.8415780067443848
1900_55_4,INSERTION_SMALLER,670,726,2.9181227684020996
1900_60_0,INVERSION,1178,1240,2.927109956741333
1900_60_1,TANDEM,512,513,3.149488925933838
1900_60_2,INVERSION,672,775,3.383281946182251
1900_60_3,INVERSION,658,657,2.037169933319092
1900_60_4,INSERTION_BIGGER,494,533,2.3485007286071777
1900_65_0,TANDEM,992,930,2.6042957305908203
1900_65_1,INSERTION_SMALLER,447,570,2.669801712036133
1900_65_2,INSERTION_SMALLER,724,757,2.3106181621551514
1900_65_3,TANDEM,502,504,3.0608463287353516
1900_65_4,INSERTION_SMALLER,1356,1434,2.4353272914886475
1900_70_0,INSERTION_BIGGER,1007,1007,2.269063711166382
1900_70_1,INSERTION_SMALLER,1238,1355,2.1569502353668213
1900_70_2,INSERTION_SMALLER,1368,1370,2.248610019683838
1900_70_3,INSERTION_SMALLER,726,841,2.790273666381836
1900_70_4,INSERTION_BIGGER,535,610,2.3019473552703857
1900_75_0,INSERTION_SMALLER,298,369,3.3553459644317627
1900_75_1,INSERTION_SMALLER,782,945,2.783170461654663
1900_75_2,INSERTION_SMALLER,1276,1291,2.103839635848999
1900_75_3,INSERTION_SMALLER,1005,1071,3.2301533222198486
1900_75_4,INSERTION_SMALLER,323,495,2.276301860809326
