,type,start,end,time(s)
1600_30_3,DELETION,620,756,2.1402900218963623
1600_30_4,DELETION,289,518,2.6517605781555176
1600_35_0,DELETION,1088,1369,2.244851589202881
1600_35_1,DELETION,945,1306,1.6696527004241943
1600_35_2,DELETION,944,1245,2.1656908988952637
1600_35_3,DELETION,524,1004,1.315563440322876
1600_35_4,DELETION,1153,1348,2.9263675212860107
1600_40_0,DELETION,782,1176,1.6804466247558594
1600_40_1,DELETION,314,722,1.3476898670196533
1600_40_2,DELETION,359,881,1.7259235382080078
1600_40_3,DELETION,913,1362,1.2683465480804443
1600_40_4,DELETION,487,821,1.848818063735962
1600_45_0,DELETION,479,936,1.2268590927124023
1600_45_1,DELETION,251,765,1.424872636795044
1600_45_2,TRANSLOCATION,684,0,1.2690083980560303
1600_45_3,DELETION,232,505,2.228243112564087
1600_45_4,DELETION,1089,1245,2.163414239883423
1600_50_0,DELETION,748,1225,1.0399649143218994
1600_50_1,DELETION,508,1057,1.210646629333496
1600_50_2,DELETION,510,830,1.2321064472198486
1600_50_3,DELETION,774,1052,1.146186351776123
1600_50_4,DELETION,803,1209,1.2643122673034668
1600_55_0,DELETION,942,1118,1.3756520748138428
1600_55_1,DELETION,403,538,1.664400339126587
1600_55_2,DELETION,275,842,1.128856897354126
1600_55_3,DELETION,281,768,1.2088608741760254
1600_55_4,DELETION,967,1068,1.6277294158935547
1600_60_0,DELETION,1040,1141,1.5464563369750977
1600_60_1,DELETION,877,1049,1.957320213317871
1600_60_2,DELETION,692,839,1.657423734664917
1600_60_3,DELETION,777,1171,1.095787763595581
1600_60_4,DELETION,325,781,1.274989128112793
1600_65_0,DELETION,568,986,0.9383101463317871
1600_65_1,TRANSLOCATION,671,0,1.5048868656158447
1600_65_2,TRANSLOCATION,953,0,1.141235589981079
1600_65_3,TRANSLOCATION,267,0,1.5340847969055176
1600_65_4,TRANSLOCATION,425,0,1.3668017387390137
1600_70_0,TRANSLOCATION,1048,0,1.1972072124481201
1600_70_1,DELETION,734,901,1.183997631072998
1600_70_2,DELETION,335,747,1.205915927886963
1600_70_3,DELETION,491,911,1.2649123668670654
1600_70_4,DELETION,636,1156,1.0570032596588135
1600_75_0,DELETION,498,735,1.4803786277770996
1600_75_1,DELETION,601,875,1.1988778114318848
1600_75_2,DELETION,673,1177,0.974367618560791
1600_75_3,DELETION,848,973,1.0394971370697021
1600_75_4,DELETION,317,579,1.1059858798980713
1700_30_0,DELETION,674,901,2.963634729385376
1700_30_1,DELETION,421,877,1.7125134468078613
1700_30_2,DELETION,159,705,2.5028953552246094
1700_30_3,DELETION,971,1317,1.632950782775879
1700_30_4,DELETION,591,1103,1.7797245979309082
1700_35_0,DELETION,439,569,2.706909656524658
1700_35_1,DELETION,538,731,2.341158866882324
1700_35_2,DELETION,734,1248,1.505199909210205
1700_35_3,DELETION,783,903,2.863327980041504
1700_35_4,DELETION,604,988,2.2423572540283203
1700_40_0,DELETION,489,967,1.2181856632232666
1700_40_1,DELETION,730,1207,1.197373628616333
1700_40_2,DELETION,831,1265,1.5147318840026855
1700_40_3,DELETION,283,811,2.131417989730835
1700_40_4,DELETION,332,772,1.6125717163085938
1700_45_0,DELETION,1024,1412,1.7358872890472412
1700_45_1,DELETION,546,1084,1.883354902267456
1700_45_2,TRANSLOCATION,1285,0,1.0436766147613525
1700_45_3,DELETION,919,1431,1.2707347869873047
1700_45_4,DELETION,183,620,2.193408489227295
1700_50_0,DELETION,342,543,2.3831822872161865
1700_50_1,DELETION,313,667,1.5448555946350098
1700_50_2,DELETION,947,1328,1.5054521560668945
1700_50_3,DELETION,418,777,1.732532024383545
1700_50_4,DELETION,358,831,1.3076350688934326
1700_55_0,DELETION,381,970,1.0383002758026123
1700_55_1,DELETION,728,881,1.7265710830688477
1700_55_2,TRANSLOCATION,680,0,1.5666422843933105
1700_55_3,DELETION,814,1286,1.1540908813476562
1700_55_4,DELETION,446,916,1.7904691696166992
1700_60_0,DELETION,613,845,1.5119836330413818
1700_60_1,DELETION,767,1275,1.3924565315246582
1700_60_2,DELETION,613,1022,1.5760993957519531
1700_60_3,DELETION,1700,1700,1.3029792308807373
1700_60_4,DELETION,646,995,1.3035593032836914
1700_65_0,DELETION,846,1340,1.0449588298797607
1700_65_1,DELETION,442,854,1.665907382965088
1700_65_2,DELETION,386,588,2.174715280532837
1700_65_3,DELETION,465,738,1.871279239654541
1700_65_4,DELETION,542,844,1.3435373306274414
1700_70_0,DELETION,775,1029,1.188415288925171
1700_70_1,DELETION,504,757,1.787628412246704
1700_70_2,TRANSLOCATION,905,0,1.279019832611084
1700_70_3,DELETION,945,1206,1.1710171699523926
1700_70_4,DELETION,711,917,1.367020606994629
1700_75_0,DELETION,512,920,1.432819128036499
1700_75_1,DELETION,524,896,1.3587779998779297
1700_75_2,DELETION,816,1235,1.0497214794158936
1700_75_3,DELETION,505,1067,0.9420726299285889
1700_75_4,DELETION,695,1034,1.0835554599761963
1800_30_0,TRANSLOCATION,775,0,2.3927271366119385
1800_30_1,TRANSLOCATION,449,0,2.251093864440918
1800_30_2,DELETION,401,758,2.3935465812683105
1800_30_3,TRANSLOCATION,454,0,2.281372308731079
1800_30_4,DELETION,925,1186,3.726412296295166
1800_35_0,DELETION,238,365,2.530543565750122
1800_35_1,DELETION,972,1330,2.5368943214416504
1800_35_2,TRANSLOCATION,865,0,2.4187092781066895
1800_35_3,DELETION,539,688,4.06131649017334
1800_35_4,DELETION,871,1257,1.9949815273284912
1800_40_0,DELETION,464,1043,2.0626425743103027
1800_40_1,DELETION,370,582,2.5193283557891846
1800_40_2,DELETION,1048,1476,2.2199602127075195
1800_40_3,DELETION,1275,1415,2.9146711826324463
1800_40_4,DELETION,840,1090,2.7669506072998047
1800_45_0,TRANSLOCATION,1222,0,1.532698154449463
1800_45_1,DELETION,675,1266,1.5884454250335693
1800_45_2,DELETION,761,1170,2.0108728408813477
1800_45_3,TRANSLOCATION,422,0,1.5064947605133057
1800_45_4,DELETION,495,779,2.328773021697998
1800_50_0,DELETION,373,827,1.9431488513946533
1800_50_1,DELETION,901,1365,1.5033087730407715
1800_50_2,DELETION,676,1216,1.7895734310150146
1800_50_3,DELETION,421,795,2.233696222305298
1800_50_4,DELETION,853,1370,1.7989060878753662
1800_55_0,DELETION,471,970,1.7965013980865479
1800_55_1,TRANSLOCATION,443,0,1.7344591617584229
1800_55_2,DELETION,543,1005,1.998016357421875
1800_55_3,DELETION,795,1126,1.3231043815612793
1800_55_4,DELETION,732,1421,1.1203303337097168
1800_60_0,DELETION,819,1250,1.602585792541504
1800_60_1,DELETION,1091,1333,2.4362740516662598
1800_60_2,DELETION,433,858,1.6970956325531006
1800_60_3,DELETION,811,1406,1.2322077751159668
1800_60_4,DELETION,1143,1376,1.4946551322937012
1800_65_0,DELETION,911,1291,1.3530857563018799
1800_65_1,DELETION,973,1272,1.268995761871338
1800_65_2,DELETION,841,1478,1.376617193222046
1800_65_3,TRANSLOCATION,878,0,1.504408597946167
1800_65_4,DELETION,477,903,1.932434320449829
1800_70_0,TRANSLOCATION,452,0,1.601149320602417
1800_70_1,TRANSLOCATION,1168,0,1.1493964195251465
1800_70_2,DELETION,1023,1307,1.9858653545379639
1800_70_3,DELETION,692,1285,1.199756383895874
1800_70_4,DELETION,330,1014,1.398125410079956
1800_75_0,TRANSLOCATION,429,0,1.155801773071289
1800_75_1,DELETION,793,1130,1.647672414779663
1800_75_2,DELETION,646,926,1.661895513534546
1800_75_3,DELETION,543,1332,0.8578505516052246
1800_75_4,DELETION,499,960,1.568274974822998
1900_30_0,DELETION,586,693,4.1479010581970215
1900_30_1,DELETION,747,850,3.01190447807312
1900_30_2,TRANSLOCATION,171,0,1.9080674648284912
1900_30_3,DELETION,716,1130,2.7779088020324707
1900_30_4,DELETION,1900,1900,2.1076724529266357
1900_35_0,DELETION,219,478,2.7616167068481445
1900_35_1,DELETION,658,1323,1.8679208755493164
1900_35_2,DELETION,1119,1648,2.340399742126465
1900_35_3,DELETION,721,882,3.3053975105285645
1900_35_4,DELETION,668,1087,2.427104949951172
1900_40_0,DELETION,786,1394,1.9735019207000732
1900_40_1,DELETION,1059,1498,1.8760764598846436
1900_40_2,DELETION,1007,1470,2.209728240966797
1900_40_3,DELETION,486,800,2.120147705078125
1900_40_4,DELETION,534,963,2.421886920928955
1900_45_0,DELETION,722,1212,1.63374662399292
1900_45_1,DELETION,289,820,2.197991371154785
1900_45_2,DELETION,678,1009,2.762713670730591
1900_45_3,DELETION,819,1075,2.759752035140991
1900_45_4,DELETION,771,1217,1.5451397895812988
1900_50_0,DELETION,996,1563,1.4489474296569824
1900_50_1,DELETION,528,1129,1.5986113548278809
1900_50_2,DELETION,480,580,2.4546127319335938
1900_50_3,DELETION,1266,1514,2.549023151397705
1900_50_4,TRANSLOCATION,1124,0,1.3497669696807861
1900_55_0,TRANSLOCATION,1349,0,1.7258543968200684
1900_55_1,DELETION,834,1160,2.234405040740967
1900_55_2,TRANSLOCATION,890,0,1.6755733489990234
1900_55_3,DELETION,1036,1382,1.83778977394104
1900_55_4,DELETION,951,1150,2.109020233154297
1900_60_0,DELETION,1259,1475,1.7528717517852783
1900_60_1,DELETION,754,1121,1.7209763526916504
1900_60_2,DELETION,1129,1514,1.7927520275115967
1900_60_3,DELETION,1108,1551,1.9688513278961182
1900_60_4,DELETION,740,1279,1.5020265579223633
1900_65_0,DELETION,910,1245,1.5003058910369873
1900_65_1,DELETION,854,1109,1.7968764305114746
1900_65_2,DELETION,348,871,1.9920761585235596
1900_65_3,DELETION,1104,1547,1.548339605331421
1900_65_4,DELETION,945,1256,1.738163948059082
1900_70_0,DELETION,788,1421,1.479569911956787
1900_70_1,DELETION,451,959,1.6302826404571533
1900_70_2,DELETION,911,1314,1.6016592979431152
1900_70_3,DELETION,623,1085,1.2812931537628174
1900_70_4,DELETION,996,1157,2.086883306503296
1900_75_0,DELETION,1094,1490,1.9301173686981201
1900_75_1,DELETION,712,1244,1.4746043682098389
1900_75_2,TRANSLOCATION,624,0,1.6653380393981934
1900_75_3,DELETION,664,1081,1.6196587085723877
1900_75_4,DELETION,810,1285,1.8594074249267578
