,type,start,end,time(s)
1500_40_4,TANDEM,193,608,2.2010087966918945
1500_45_0,TANDEM,618,792,2.2987189292907715
1500_45_1,TANDEM,1500,1500,1.963008165359497
1500_45_2,TRANSLOCATION,616,0,1.6911935806274414
1500_45_3,TANDEM,668,1033,3.2358932495117188
1500_45_4,TANDEM,507,889,2.5980916023254395
1500_50_0,TANDEM,286,646,2.0579824447631836
1500_50_1,TANDEM,610,921,1.7015676498413086
1500_50_2,TANDEM,660,973,2.2011239528656006
1500_50_3,INSERTION_BIGGER,298,440,2.200580358505249
1500_50_4,TANDEM,313,566,2.4804766178131104
1500_55_0,TANDEM,852,1194,3.1395397186279297
1500_55_1,TANDEM,869,1256,2.191342830657959
1500_55_2,TANDEM,459,628,2.4992759227752686
1500_55_3,TANDEM,892,1172,1.743661642074585
1500_55_4,TANDEM,371,740,2.0928757190704346
1500_60_0,TANDEM,672,1157,1.7851672172546387
1500_60_1,TRANSLOCATION,360,0,1.883409023284912
1500_60_2,TANDEM,782,1136,2.5619075298309326
1500_60_3,TANDEM,878,1164,1.8590126037597656
1500_60_4,TANDEM,388,577,1.826911211013794
1500_65_0,TANDEM,416,699,2.445364475250244
1500_65_1,INSERTION_BIGGER,513,642,1.692774772644043
1500_65_2,TANDEM,376,877,1.9358391761779785
1500_65_3,TRANSLOCATION,610,0,1.7388362884521484
1500_65_4,TANDEM,458,805,1.7064433097839355
1500_70_0,TANDEM,849,1143,1.4538547992706299
1500_70_1,TANDEM,468,873,1.9042315483093262
1500_70_2,INSERTION_BIGGER,872,1010,1.5563125610351562
1500_70_3,INSERTION_BIGGER,1054,1187,1.246861219406128
1500_70_4,TANDEM,802,1118,2.018765926361084
1500_75_0,INSERTION_BIGGER,535,664,1.2454345226287842
1500_75_1,TANDEM,565,887,1.634809970855713
1500_75_2,TANDEM,554,1001,1.9991631507873535
1500_75_3,TANDEM,496,726,1.3292860984802246
1500_75_4,TANDEM,764,1158,2.0557539463043213
1600_30_0,TANDEM,1173,1284,3.3878655433654785
1600_30_1,TANDEM,1121,1472,2.6521694660186768
1600_30_2,INSERTION_BIGGER,400,456,2.992215394973755
1600_30_3,TANDEM,881,1150,2.329720973968506
1600_30_4,TANDEM,569,1005,3.6749560832977295
1600_35_0,TRANSLOCATION,588,0,2.253736972808838
1600_35_1,TRANSLOCATION,1348,0,2.1912879943847656
1600_35_2,TANDEM,796,1100,3.1592493057250977
1600_35_3,TANDEM,525,949,2.5127947330474854
1600_35_4,TANDEM,766,1178,3.1223104000091553
1600_40_0,TANDEM,325,654,3.0566468238830566
1600_40_1,INSERTION_BIGGER,264,367,2.5770890712738037
1600_40_2,TANDEM,1024,1244,2.9977989196777344
1600_40_3,INSERTION_BIGGER,241,337,2.34362530708313
1600_40_4,TANDEM,873,1240,2.7382259368896484
1600_45_0,TANDEM,782,1164,3.1670339107513428
1600_45_1,TANDEM,629,1006,2.4041645526885986
1600_45_2,TANDEM,517,808,2.815521240234375
1600_45_3,TANDEM,942,1100,2.6055381298065186
1600_45_4,TANDEM,254,444,1.915818691253662
1600_50_0,TANDEM,654,847,2.138030767440796
1600_50_1,INSERTION_BIGGER,386,470,1.7638671398162842
1600_50_2,TANDEM,553,865,2.0151116847991943
1600_50_3,TANDEM,562,1008,2.533665180206299
1600_50_4,TANDEM,652,1089,2.7653322219848633
1600_55_0,TANDEM,701,970,2.186387777328491
1600_55_1,TANDEM,911,1254,3.045365333557129
1600_55_2,TANDEM,754,1253,2.239142894744873
1600_55_3,TANDEM,1082,1280,1.8040003776550293
1600_55_4,TRANSLOCATION,749,0,2.115065097808838
1600_60_0,TANDEM,658,921,1.9252738952636719
1600_60_1,TANDEM,852,1013,1.6474099159240723
1600_60_2,TANDEM,426,647,1.4996004104614258
1600_60_3,TRANSLOCATION,1020,0,1.555901050567627
1600_60_4,INSERTION_BIGGER,938,944,1.9976422786712646
1600_65_0,TANDEM,1153,1323,2.2570130825042725
1600_65_1,TANDEM,332,632,1.9450664520263672
1600_65_2,INSERTION_BIGGER,670,764,1.7536380290985107
1600_65_3,TANDEM,508,792,2.5591354370117188
1600_65_4,TRANSLOCATION,1218,0,2.020437002182007
1600_70_0,INSERTION_BIGGER,504,663,1.496696949005127
1600_70_1,TANDEM,689,881,1.611753225326538
1600_70_2,TANDEM,539,950,1.8297007083892822
1600_70_3,TANDEM,616,976,1.9075841903686523
1600_70_4,TANDEM,555,973,1.8187294006347656
1600_75_0,TANDEM,701,1104,1.810532569885254
1600_75_1,TANDEM,696,1197,2.0468344688415527
1600_75_2,INSERTION_BIGGER,985,1142,1.7564208507537842
1600_75_3,TANDEM,438,961,2.3059372901916504
1600_75_4,TANDEM,639,1151,1.7744112014770508
1700_30_0,TANDEM,1046,1432,2.8747875690460205
1700_30_1,TANDEM,735,952,3.8636839389801025
1700_30_2,TANDEM,498,1030,3.8030831813812256
1700_30_3,TANDEM,308,608,3.3084001541137695
1700_30_4,TANDEM,862,1191,4.588440895080566
1700_35_0,TANDEM,340,518,2.3199920654296875
1700_35_1,TANDEM,444,934,2.518588066101074
1700_35_2,TANDEM,296,555,3.3949615955352783
1700_35_3,TANDEM,224,570,2.928546905517578
1700_35_4,INSERTION_BIGGER,1281,1381,2.4132471084594727
1700_40_0,TANDEM,877,1316,2.8481411933898926
1700_40_1,TANDEM,686,947,2.992084264755249
1700_40_2,TANDEM,770,1282,3.294525146484375
1700_40_3,TANDEM,563,1084,2.7505578994750977
1700_40_4,TANDEM,891,1119,2.956044912338257
1700_45_0,TRANSLOCATION,430,0,2.457320213317871
1700_45_1,TANDEM,683,1209,3.2145698070526123
1700_45_2,TANDEM,688,1237,3.0406720638275146
1700_45_3,TANDEM,432,764,2.497044563293457
1700_45_4,TANDEM,867,1033,2.858273506164551
1700_50_0,TANDEM,776,1068,2.8112220764160156
1700_50_1,TANDEM,272,577,2.248464345932007
1700_50_2,TRANSLOCATION,798,0,2.3084802627563477
1700_50_3,INSERTION_BIGGER,312,447,1.9726994037628174
1700_50_4,TANDEM,1016,1411,3.513962745666504
1700_55_0,TANDEM,920,1117,2.394906997680664
1700_55_1,INSERTION_BIGGER,335,443,2.6517250537872314
1700_55_2,INSERTION_BIGGER,958,1053,2.0091238021850586
1700_55_3,TANDEM,1000,1251,2.7152531147003174
1700_55_4,TRANSLOCATION,890,0,1.7939262390136719
1700_60_0,INSERTION_BIGGER,880,1026,2.351896047592163
1700_60_1,TANDEM,647,1080,2.9707655906677246
1700_60_2,TRANSLOCATION,472,0,1.8597497940063477
1700_60_3,TANDEM,360,720,2.9955782890319824
1700_60_4,TANDEM,1009,1156,1.859419345855713
1700_65_0,TANDEM,624,1057,2.3756635189056396
1700_65_1,INSERTION_BIGGER,433,546,2.066938877105713
1700_65_2,TANDEM,484,756,2.351050853729248
1700_65_3,INSERTION_BIGGER,389,546,2.758356809616089
1700_65_4,TANDEM,1097,1314,1.7888433933258057
1700_70_0,TANDEM,539,929,2.529764175415039
1700_70_1,TRANSLOCATION,942,0,1.7797067165374756
1700_70_2,TANDEM,838,897,2.4090523719787598
1700_70_3,TANDEM,542,807,1.6716382503509521
1700_70_4,INSERTION_BIGGER,695,826,1.900620937347412
1700_75_0,TANDEM,813,968,1.9462947845458984
1700_75_1,TANDEM,947,1121,2.042511224746704
1700_75_2,TANDEM,522,913,2.230131149291992
1700_75_3,TANDEM,372,715,2.0772409439086914
1700_75_4,INSERTION_BIGGER,857,977,1.7960247993469238
1800_30_0,TANDEM,734,1085,5.376980781555176
1800_30_1,TANDEM,1034,1196,3.3314082622528076
1800_30_2,TRANSLOCATION,619,0,3.8680737018585205
1800_30_3,TRANSLOCATION,1159,0,3.634512186050415
1800_30_4,TANDEM,435,899,5.40528678894043
1800_35_0,TANDEM,937,1383,5.785419702529907
1800_35_1,TANDEM,633,1029,4.249315500259399
1800_35_2,TANDEM,873,1089,4.154481649398804
1800_35_3,TRANSLOCATION,1178,0,2.9326179027557373
1800_35_4,TANDEM,917,1365,3.5155391693115234
1800_40_0,TRANSLOCATION,1237,0,3.19700288772583
1800_40_1,INSERTION_BIGGER,223,348,2.5871312618255615
1800_40_2,TANDEM,545,944,2.857945203781128
1800_40_3,INSERTION_BIGGER,892,975,2.5355520248413086
1800_40_4,TANDEM,598,789,2.7273290157318115
1800_45_0,TANDEM,235,712,2.7125461101531982
1800_45_1,TANDEM,442,752,3.502668857574463
1800_45_2,TANDEM,1060,1522,2.7663187980651855
1800_45_3,INSERTION_BIGGER,1101,1134,2.128619432449341
1800_45_4,TANDEM,650,907,2.752225637435913
1800_50_0,TANDEM,298,492,3.668260097503662
1800_50_1,TANDEM,1011,1334,3.651798963546753
1800_50_2,TANDEM,743,1187,3.7131597995758057
1800_50_3,TANDEM,986,1475,3.182851791381836
1800_50_4,TANDEM,686,1254,3.2866952419281006
1800_55_0,TANDEM,975,1171,2.604613780975342
1800_55_1,TANDEM,641,1090,4.161520719528198
1800_55_2,TANDEM,323,641,2.1335043907165527
1800_55_3,TANDEM,629,850,2.4845147132873535
1800_55_4,INSERTION_BIGGER,787,953,1.6634604930877686
1800_60_0,INSERTION_BIGGER,1057,1178,1.9021596908569336
1800_60_1,TANDEM,407,892,2.7410619258880615
1800_60_2,TANDEM,506,898,3.451840877532959
1800_60_3,TANDEM,682,1208,2.6858749389648438
1800_60_4,TANDEM,474,897,3.43432879447937
1800_65_0,TRANSLOCATION,901,0,1.711827278137207
1800_65_1,INSERTION_BIGGER,1182,1308,2.1047775745391846
1800_65_2,TANDEM,1800,1800,2.107874631881714
1800_65_3,TANDEM,532,946,2.1515979766845703
1800_65_4,TRANSLOCATION,761,0,2.3079283237457275
1800_70_0,INSERTION_BIGGER,765,866,1.6429672241210938
1800_70_1,INSERTION_BIGGER,468,528,2.610071897506714
1800_70_2,INSERTION_BIGGER,895,1141,2.548147201538086
1800_70_3,TANDEM,863,1264,2.800489902496338
1800_70_4,INSERTION_BIGGER,893,1089,2.0953593254089355
1800_75_0,TANDEM,959,1149,1.8746323585510254
1800_75_1,TANDEM,897,1276,2.579110860824585
1800_75_2,TANDEM,764,1225,2.1282920837402344
1800_75_3,TRANSLOCATION,849,0,1.8473010063171387
1800_75_4,TANDEM,637,898,2.398803472518921
1900_30_0,TANDEM,800,1251,4.448854923248291
1900_30_1,TANDEM,1900,1900,3.4994122982025146
1900_30_2,TANDEM,1274,1510,4.081639051437378
1900_30_3,TANDEM,882,1327,3.611621379852295
1900_30_4,TANDEM,1209,1568,4.882106065750122
1900_35_0,INSERTION_BIGGER,576,665,3.3325254917144775
1900_35_1,TRANSLOCATION,1500,0,3.7543344497680664
1900_35_2,TANDEM,376,796,3.4206628799438477
1900_35_3,TANDEM,1510,1553,2.652292251586914
1900_35_4,TANDEM,1315,1665,3.41170334815979
1900_40_0,TRANSLOCATION,1033,0,3.0539846420288086
1900_40_1,TRANSLOCATION,1108,0,2.5597267150878906
1900_40_2,TANDEM,966,1103,3.7756850719451904
1900_40_3,INSERTION_BIGGER,1327,1423,2.7108659744262695
1900_40_4,TRANSLOCATION,1255,0,3.4373362064361572
1900_45_0,TRANSLOCATION,1147,0,3.061434507369995
1900_45_1,TANDEM,829,992,3.485004425048828
1900_45_2,TANDEM,919,1047,3.03499174118042
1900_45_3,TANDEM,791,1030,3.35115122795105
1900_45_4,TANDEM,1036,1395,3.573801040649414
1900_50_0,TANDEM,1212,1502,2.4489259719848633
1900_50_1,TANDEM,814,1053,2.5593292713165283
1900_50_2,TANDEM,1017,1206,2.4765360355377197
1900_50_3,TANDEM,666,1132,3.7281136512756348
1900_50_4,TANDEM,1402,1597,2.5765395164489746
1900_55_0,TRANSLOCATION,1235,0,2.5641963481903076
1900_55_1,TANDEM,391,941,3.2560694217681885
1900_55_2,TANDEM,454,616,2.335597038269043
1900_55_3,TANDEM,1250,1596,2.6444711685180664
1900_55_4,TRANSLOCATION,1460,0,2.329957962036133
1900_60_0,TANDEM,628,1113,3.073533058166504
1900_60_1,TANDEM,342,730,3.891907215118408
1900_60_2,TANDEM,746,1248,2.636157512664795
1900_60_3,TANDEM,791,1358,3.5922510623931885
1900_60_4,TANDEM,871,1374,3.452040195465088
1900_65_0,INSERTION_BIGGER,1250,1343,2.7471487522125244
1900_65_1,TANDEM,833,1327,3.5818402767181396
1900_65_2,TANDEM,864,1453,3.148096799850464
1900_65_3,TANDEM,940,1339,2.9785895347595215
1900_65_4,TANDEM,792,1051,2.6463265419006348
1900_70_0,TANDEM,950,1164,2.6878371238708496
1900_70_1,TANDEM,1062,1414,2.2094106674194336
1900_70_2,TANDEM,748,1176,2.418721914291382
1900_70_3,TANDEM,1080,1531,2.250171422958374
1900_70_4,TANDEM,1078,1498,2.374276876449585
1900_75_0,TANDEM,836,1434,2.4029457569122314
1900_75_1,TANDEM,546,969,3.024214506149292
1900_75_2,TANDEM,694,917,2.723947286605835
1900_75_3,TANDEM,979,1331,3.1686110496520996
1900_75_4,TANDEM,913,1481,3.126987934112549
