,real_type,real_start,real_end,read_count,var_size,type,start,end,time(s)
1100_70_3,INVERSION,268,410,38,142,INVERSION,268,409,0.7540731430053711
1100_70_4,INVERSION,611,735,41,124,INVERSION,612,631,0.7927815914154053
1100_75_0,INVERSION,550,830,43,280,INVERSION,529,848,0.8790531158447266
1100_75_1,INVERSION,635,777,48,142,INVERSION,630,776,0.973360538482666
1100_75_2,INVERSION,462,781,34,319,TRANSLOCATION,447,0,0.7054815292358398
1100_75_3,INVERSION,365,483,31,118,INVERSION,366,401,0.6351356506347656
1100_75_4,INVERSION,455,616,32,161,INVERSION,455,615,0.6653501987457275
1200_30_0,INVERSION,669,911,113,242,INVERSION,669,910,1.6478796005249023
1200_30_1,INVERSION,384,553,147,169,INVERSION,385,551,2.177460193634033
1200_30_2,INVERSION,1051,1107,99,56,INVERSION,1051,1060,1.4375591278076172
1200_30_3,INVERSION,745,955,122,210,INVERSION,745,954,1.825681447982788
1200_30_4,INVERSION,660,911,89,251,TRANSLOCATION,660,0,1.295098066329956
1200_35_0,INVERSION,721,1087,121,366,TANDEM,1093,721,1.8968870639801025
1200_35_1,INVERSION,789,861,79,72,INVERSION,789,808,1.2392308712005615
1200_35_2,INVERSION,713,781,88,68,INVERSION,713,722,1.4038238525390625
1200_35_3,INVERSION,616,866,108,250,INVERSION,616,865,1.6913256645202637
1200_35_4,INVERSION,738,883,117,145,INVERSION,707,881,1.8203978538513184
1200_40_0,INVERSION,306,379,99,73,INVERSION,308,321,1.670494556427002
1200_40_1,INVERSION,877,1060,69,183,INVERSION,877,1059,1.165614366531372
1200_40_2,INVERSION,864,1017,95,153,INVERSION,864,1016,1.6060395240783691
1200_40_3,INVERSION,892,1150,78,258,TRANSLOCATION,892,0,1.296525001525879
1200_40_4,INVERSION,783,1114,79,331,TRANSLOCATION,783,0,1.31376051902771
1200_45_0,INVERSION,868,1169,74,301,TRANSLOCATION,844,0,1.3209373950958252
1200_45_1,INVERSION,400,614,55,214,INVERSION,400,613,0.9983158111572266
1200_45_2,INVERSION,727,832,77,105,INVERSION,727,831,1.3914635181427002
1200_45_3,INVERSION,1022,1342,79,320,TRANSLOCATION,1000,0,1.377439022064209
1200_45_4,INVERSION,668,947,74,279,INVERSION,668,946,1.302767276763916
1200_50_0,INVERSION,992,1060,55,68,INVERSION,993,1022,1.0249381065368652
1200_50_1,INVERSION,1002,1292,74,290,TRANSLOCATION,1002,0,1.3787055015563965
1200_50_2,INVERSION,756,1095,75,339,INVERSION,1200,1200,1.3876571655273438
1200_50_3,INVERSION,393,637,78,244,INVERSION,395,634,1.4678277969360352
1200_50_4,INVERSION,458,565,71,107,INVERSION,437,562,1.3357372283935547
1200_55_0,INVERSION,273,578,49,305,INVERSION,231,576,0.9839344024658203
1200_55_1,INVERSION,766,1062,59,296,TRANSLOCATION,766,0,1.1681592464447021
1200_55_2,INVERSION,605,974,70,369,INVERSION,574,973,1.3602116107940674
1200_55_3,INVERSION,934,1031,67,97,INVERSION,934,963,1.3082656860351562
1200_55_4,INVERSION,395,604,66,209,INVERSION,395,603,1.2921035289764404
1200_60_0,INVERSION,645,866,57,221,INVERSION,604,865,1.1839876174926758
1200_60_1,INVERSION,779,950,41,171,INVERSION,734,949,0.8612985610961914
1200_60_2,INVERSION,544,659,44,115,INVERSION,544,563,0.9275784492492676
1200_60_3,INVERSION,985,1128,44,143,INVERSION,1200,1200,0.9028594493865967
1200_60_4,INVERSION,226,485,72,259,INVERSION,198,514,1.551290512084961
1200_65_0,INVERSION,527,675,41,148,INVERSION,492,674,0.9344227313995361
1200_65_1,INVERSION,631,858,62,227,INVERSION,594,857,1.3766233921051025
1200_65_2,INVERSION,273,361,52,88,INVERSION,273,360,1.1678617000579834
1200_65_3,INVERSION,795,1135,50,340,TRANSLOCATION,793,0,1.1131465435028076
1200_65_4,INVERSION,826,1097,39,271,INVERSION,1200,1200,0.8504798412322998
1200_70_0,INVERSION,680,817,53,137,INVERSION,652,815,1.1876740455627441
1200_70_1,INVERSION,299,653,40,354,INVERSION,299,699,0.9152514934539795
1200_70_2,INVERSION,840,1128,46,288,TRANSLOCATION,840,0,1.02522873878479
1200_70_3,INVERSION,448,679,38,231,TRANSLOCATION,448,0,0.8738739490509033
1200_70_4,INVERSION,274,433,46,159,INVERSION,274,443,1.0606269836425781
1200_75_0,INVERSION,793,938,47,145,INVERSION,794,830,1.0823051929473877
1200_75_1,INVERSION,492,886,37,394,INVERSION,464,940,0.8794369697570801
1200_75_2,INVERSION,797,1034,47,237,TRANSLOCATION,791,0,1.085144281387329
1200_75_3,INVERSION,464,557,48,93,INVERSION,464,556,1.1403577327728271
1200_75_4,INVERSION,530,875,32,345,INVERSION,530,902,0.763577938079834
1300_30_0,INVERSION,565,749,119,184,INVERSION,557,748,2.0041677951812744
1300_30_1,INVERSION,892,1181,131,289,TANDEM,1179,893,2.160493850708008
1300_30_2,INVERSION,920,1310,101,390,TRANSLOCATION,920,0,1.695937156677246
1300_30_3,INVERSION,1029,1414,128,385,TRANSLOCATION,1009,0,2.14131236076355
1300_30_4,INVERSION,1103,1237,109,134,TRANSLOCATION,1105,0,1.825542688369751
1300_35_0,INVERSION,401,502,93,101,INVERSION,392,520,1.6368892192840576
1300_35_1,INVERSION,893,988,104,95,INVERSION,869,992,1.8611228466033936
1300_35_2,INVERSION,509,826,90,317,INVERSION,499,825,1.5555949211120605
1300_35_3,INVERSION,436,792,93,356,INVERSION,433,791,1.6439881324768066
1300_35_4,INVERSION,1095,1277,89,182,TRANSLOCATION,1095,0,1.5174455642700195
1300_40_0,INVERSION,733,907,101,174,INVERSION,733,906,1.8658523559570312
1300_40_1,INVERSION,983,1050,73,67,INVERSION,983,996,1.4073741436004639
1300_40_2,INVERSION,654,728,97,74,INVERSION,655,751,1.847362756729126
1300_40_3,INVERSION,805,972,66,167,INVERSION,799,971,1.2484073638916016
1300_40_4,INVERSION,460,755,74,295,INVERSION,429,778,1.3950684070587158
1300_45_0,INVERSION,542,639,59,97,INVERSION,542,566,1.2033054828643799
1300_45_1,INVERSION,1079,1375,63,296,TANDEM,1300,1300,1.2534754276275635
1300_45_2,INVERSION,400,585,74,185,INVERSION,400,584,1.4851431846618652
1300_45_3,INVERSION,869,1245,67,376,TRANSLOCATION,869,0,1.353924036026001
1300_45_4,INVERSION,574,829,87,255,INVERSION,574,828,1.756293773651123
1300_50_0,INVERSION,688,944,82,256,INVERSION,681,943,1.7560203075408936
1300_50_1,INVERSION,530,920,57,390,INVERSION,532,917,1.2084546089172363
1300_50_2,INVERSION,1103,1190,54,87,INVERSION,1300,1300,1.1644213199615479
1300_50_3,INVERSION,682,799,67,117,INVERSION,682,798,1.4604825973510742
1300_50_4,INVERSION,1097,1330,81,233,TRANSLOCATION,1086,0,1.761423110961914
1300_55_0,INVERSION,1042,1395,48,353,TRANSLOCATION,1042,0,1.0695364475250244
1300_55_1,INVERSION,384,506,68,122,INVERSION,329,505,1.554478645324707
1300_55_2,INVERSION,355,774,73,419,INVERSION,318,772,1.6632165908813477
1300_55_3,INVERSION,360,701,75,341,INVERSION,310,700,1.6643805503845215
1300_55_4,INVERSION,824,1201,77,377,TRANSLOCATION,824,0,1.6993625164031982
1300_60_0,INVERSION,426,717,50,291,INVERSION,427,715,1.1799566745758057
1300_60_1,INVERSION,762,1037,47,275,INVERSION,762,1036,1.103271722793579
1300_60_2,INVERSION,341,732,59,391,INVERSION,342,730,1.3901324272155762
1300_60_3,INVERSION,299,415,67,116,INVERSION,300,337,1.5947074890136719
1300_60_4,INVERSION,331,485,65,154,INVERSION,282,511,1.5690083503723145
1300_65_0,INVERSION,341,548,41,207,INVERSION,341,547,1.0361976623535156
1300_65_1,INVERSION,497,904,33,407,INVERSION,499,960,0.795093297958374
1300_65_2,INVERSION,327,635,53,308,INVERSION,273,634,1.3299570083618164
1300_65_3,INVERSION,829,1180,50,351,TRANSLOCATION,829,0,1.2346627712249756
1300_65_4,INVERSION,466,882,38,416,INVERSION,435,881,0.9839136600494385
1300_70_0,INVERSION,940,1166,42,226,INVERSION,1300,1300,1.0944206714630127
1300_70_1,INVERSION,751,862,55,111,INVERSION,751,783,1.44576096534729
1300_70_2,INVERSION,468,775,34,307,INVERSION,445,774,0.9171547889709473
1300_70_3,INVERSION,899,1188,51,289,TRANSLOCATION,899,0,1.3087761402130127
1300_70_4,INVERSION,624,1048,37,424,TRANSLOCATION,626,0,0.9964807033538818
1300_75_0,INVERSION,601,884,38,283,TRANSLOCATION,601,0,1.047346830368042
1300_75_1,INVERSION,866,1117,43,251,TRANSLOCATION,863,0,1.1603941917419434
1300_75_2,INVERSION,333,730,44,397,INVERSION,336,726,1.2258057594299316
1300_75_3,INVERSION,806,956,37,150,INVERSION,802,955,1.0100176334381104
1300_75_4,INVERSION,745,1080,45,335,INVERSION,694,1079,1.2184855937957764
1400_30_0,INVERSION,310,445,118,135,TRANSLOCATION,444,0,2.2574212551116943
1400_30_1,INVERSION,820,1079,105,259,INVERSION,820,1078,1.9683613777160645
1400_30_2,INVERSION,453,767,103,314,TRANSLOCATION,777,0,1.976426124572754
1400_30_3,INVERSION,1108,1537,96,429,TRANSLOCATION,1110,0,1.8198390007019043
1400_30_4,INVERSION,325,463,129,138,INVERSION,306,461,2.4649810791015625
1400_35_0,INVERSION,732,830,97,98,INVERSION,724,829,2.0061869621276855
1400_35_1,INVERSION,512,621,135,109,INVERSION,504,632,2.7793638706207275
1400_35_2,INVERSION,506,927,92,421,TANDEM,926,486,1.8311998844146729
1400_35_3,INVERSION,228,485,96,257,INVERSION,204,480,1.9713475704193115
1400_35_4,INVERSION,693,969,86,276,INVERSION,665,966,1.7502515316009521
1400_40_0,INVERSION,880,1259,91,379,TRANSLOCATION,881,0,1.987783670425415
1400_40_1,INVERSION,439,598,75,159,INVERSION,439,597,1.636678695678711
1400_40_2,INVERSION,1234,1491,71,257,TRANSLOCATION,1211,0,1.5196964740753174
1400_40_3,INVERSION,998,1379,88,381,TRANSLOCATION,965,0,1.8804616928100586
1400_40_4,INVERSION,1238,1344,78,106,TRANSLOCATION,1239,0,1.655461072921753
1400_45_0,INVERSION,856,1251,56,395,TRANSLOCATION,856,0,1.3067800998687744
1400_45_1,INVERSION,739,826,74,87,INVERSION,740,824,1.7179474830627441
1400_45_2,INVERSION,1147,1431,64,284,TRANSLOCATION,1147,0,1.4522101879119873
1400_45_3,INVERSION,298,401,81,103,INVERSION,298,400,1.893043041229248
1400_45_4,INVERSION,813,915,63,102,INVERSION,762,837,1.4520611763000488
1400_50_0,INVERSION,820,1157,66,337,INVERSION,793,1156,1.5863146781921387
1400_50_1,INVERSION,770,890,59,120,TRANSLOCATION,745,0,1.445892572402954
1400_50_2,INVERSION,728,916,63,188,INVERSION,703,924,1.573850393295288
1400_50_3,INVERSION,387,604,66,217,INVERSION,387,603,1.5997645854949951
1400_50_4,INVERSION,292,750,54,458,INVERSION,292,749,1.306483507156372
1400_55_0,INVERSION,343,803,53,460,INVERSION,295,802,1.3759174346923828
1400_55_1,INVERSION,1201,1365,67,164,TRANSLOCATION,1164,0,1.6720402240753174
1400_55_2,INVERSION,324,660,54,336,INVERSION,324,659,1.4258148670196533
1400_55_3,INVERSION,430,876,51,446,INVERSION,431,874,1.317814826965332
1400_55_4,INVERSION,231,403,68,172,INVERSION,231,412,1.794412612915039
1400_60_0,INVERSION,894,1022,41,128,INVERSION,896,1021,1.135390043258667
1400_60_1,INVERSION,813,1232,52,419,TRANSLOCATION,815,0,1.3858375549316406
1400_60_2,INVERSION,1011,1447,63,436,TRANSLOCATION,1011,0,1.682114839553833
1400_60_3,INVERSION,484,752,48,268,INVERSION,456,751,1.3173353672027588
1400_60_4,INVERSION,789,1124,57,335,INVERSION,789,1142,1.5462167263031006
1400_65_0,INVERSION,877,1251,41,374,INVERSION,1400,1400,1.1552305221557617
1400_65_1,INVERSION,718,977,41,259,INVERSION,718,976,1.1467642784118652
1400_65_2,INVERSION,1083,1330,36,247,TRANSLOCATION,1017,0,1.0060646533966064
1400_65_3,INVERSION,1060,1159,43,99,INVERSION,1060,1087,1.2177050113677979
1400_65_4,INVERSION,553,930,49,377,INVERSION,504,929,1.3928115367889404
1400_70_0,INVERSION,1072,1268,37,196,TRANSLOCATION,1062,0,1.0933520793914795
1400_70_1,INVERSION,578,988,50,410,INVERSION,578,1053,1.501929759979248
1400_70_2,INVERSION,367,553,38,186,TRANSLOCATION,367,0,1.158987283706665
1400_70_3,INVERSION,625,990,42,365,INVERSION,625,989,1.2559971809387207
1400_70_4,INVERSION,862,1000,50,138,INVERSION,826,901,1.4738216400146484
1400_75_0,INVERSION,649,1083,35,434,INVERSION,602,1090,1.0652797222137451
1400_75_1,INVERSION,909,1320,39,411,TRANSLOCATION,851,0,1.2246243953704834
1400_75_2,INVERSION,1083,1188,38,105,INVERSION,1083,1132,1.1755859851837158
1400_75_3,INVERSION,584,759,39,175,INVERSION,584,803,1.2092335224151611
1400_75_4,INVERSION,880,1104,45,224,INVERSION,880,1103,1.3652455806732178
1500_30_0,INVERSION,1313,1559,92,246,TRANSLOCATION,1313,0,1.9174978733062744
1500_30_1,INVERSION,1051,1223,90,172,TRANSLOCATION,1222,0,1.9019358158111572
1500_30_2,INVERSION,475,634,165,159,INVERSION,475,633,3.4883508682250977
1500_30_3,INVERSION,534,852,149,318,TANDEM,867,534,3.075218439102173
1500_30_4,INVERSION,706,1091,100,385,TANDEM,1106,706,2.097412586212158
1500_35_0,INVERSION,971,1161,85,190,INVERSION,949,1160,1.9379143714904785
1500_35_1,INVERSION,1268,1564,75,296,TRANSLOCATION,1246,0,1.6975369453430176
1500_35_2,INVERSION,626,1052,70,426,TRANSLOCATION,1051,0,1.5565083026885986
1500_35_3,INVERSION,164,291,122,127,INVERSION,165,289,2.744763135910034
1500_35_4,INVERSION,1169,1552,101,383,TRANSLOCATION,1170,0,2.2660701274871826
1500_40_0,INVERSION,1283,1575,79,292,TRANSLOCATION,1245,0,1.8900322914123535
1500_40_1,INVERSION,1139,1524,72,385,TRANSLOCATION,1139,0,1.7469394207000732
1500_40_2,INVERSION,1233,1716,72,483,TRANSLOCATION,1207,0,1.7229053974151611
1500_40_3,INVERSION,718,790,76,72,INVERSION,681,789,1.8400657176971436
1500_40_4,INVERSION,978,1348,64,370,TRANSLOCATION,980,0,1.5402097702026367
1500_45_0,INVERSION,850,1023,61,173,INVERSION,850,1028,1.573760986328125
1500_45_1,INVERSION,717,970,90,253,INVERSION,719,989,2.2693910598754883
1500_45_2,INVERSION,271,596,60,325,INVERSION,221,595,1.5302722454071045
1500_45_3,INVERSION,637,1114,70,477,TANDEM,1135,626,1.765364408493042
1500_45_4,INVERSION,942,1197,87,255,INVERSION,942,1196,2.227792739868164
1500_50_0,INVERSION,1273,1376,63,103,TRANSLOCATION,1273,0,1.6999139785766602
1500_50_1,INVERSION,736,971,49,235,TRANSLOCATION,738,0,1.3497323989868164
1500_50_2,INVERSION,727,1219,73,492,TRANSLOCATION,729,0,1.9986917972564697
1500_50_3,INVERSION,1303,1402,55,99,INVERSION,1500,1500,1.4797635078430176
1500_50_4,INVERSION,287,646,57,359,INVERSION,287,645,1.6034276485443115
1500_55_0,INVERSION,1091,1283,67,192,TRANSLOCATION,1025,0,1.9308278560638428
1500_55_1,INVERSION,832,1113,70,281,INVERSION,815,1112,2.0692529678344727
1500_55_2,INVERSION,653,740,55,87,INVERSION,606,691,1.641000747680664
1500_55_3,INVERSION,426,614,61,188,INVERSION,381,613,1.7413268089294434
1500_55_4,INVERSION,342,577,64,235,INVERSION,342,576,1.8768987655639648
1500_60_0,INVERSION,826,1236,38,410,TRANSLOCATION,828,0,1.124936580657959
1500_60_1,INVERSION,901,1357,52,456,TRANSLOCATION,901,0,1.5783205032348633
1500_60_2,INVERSION,784,1026,58,242,INVERSION,725,1025,1.7463116645812988
1500_60_3,INVERSION,549,684,41,135,INVERSION,649,587,1.2446753978729248
1500_60_4,INVERSION,1254,1666,63,412,TRANSLOCATION,1254,0,1.8710217475891113
1500_65_0,INVERSION,662,878,52,216,INVERSION,664,918,1.6664528846740723
1500_65_1,INVERSION,1122,1465,66,343,TRANSLOCATION,1122,0,2.047947406768799
1500_65_2,INVERSION,662,786,45,124,INVERSION,621,703,1.4237563610076904
1500_65_3,INVERSION,723,1192,47,469,INVERSION,703,1208,1.4727861881256104
1500_65_4,INVERSION,457,920,36,463,TRANSLOCATION,458,0,1.1600227355957031
1500_70_0,INVERSION,721,895,46,174,INVERSION,678,894,1.5523173809051514
1500_70_1,INVERSION,332,468,55,136,INVERSION,308,467,1.8348119258880615
1500_70_2,INVERSION,629,1077,39,448,INVERSION,595,1128,1.296083927154541
1500_70_3,INVERSION,1000,1441,35,441,TRANSLOCATION,959,0,1.1636900901794434
1500_70_4,INVERSION,647,1079,40,432,TRANSLOCATION,577,0,1.319138526916504
1500_75_0,INVERSION,1006,1426,32,420,TRANSLOCATION,1007,0,1.0938024520874023
1500_75_1,INVERSION,1010,1156,32,146,INVERSION,1010,1155,1.0895628929138184
1500_75_2,INVERSION,876,1013,47,137,INVERSION,876,926,1.6412684917449951
1500_75_3,INVERSION,1136,1250,43,114,INVERSION,1087,1291,1.4838931560516357
1500_75_4,INVERSION,711,1025,30,314,INVERSION,633,1067,1.0714788436889648
1600_30_0,INVERSION,371,743,95,372,INVERSION,350,755,2.162480115890503
1600_30_1,INVERSION,806,1091,127,285,INVERSION,796,1088,2.9441704750061035
1600_30_2,INVERSION,655,853,97,198,TRANSLOCATION,871,0,2.2786033153533936
1600_30_3,INVERSION,145,280,133,135,INVERSION,115,279,3.06046986579895
1600_30_4,INVERSION,300,690,100,390,TANDEM,715,281,2.306378126144409
1600_35_0,INVERSION,1379,1808,83,429,TRANSLOCATION,1348,0,2.062014102935791
1600_35_1,INVERSION,1103,1441,120,338,INVERSION,1091,1468,2.9752485752105713
1600_35_2,INVERSION,1210,1365,121,155,INVERSION,1210,1364,2.9284965991973877
1600_35_3,INVERSION,738,904,82,166,INVERSION,700,913,2.071972131729126
1600_35_4,INVERSION,827,1000,71,173,TRANSLOCATION,827,0,1.775390625
1600_40_0,INVERSION,317,521,66,204,INVERSION,274,520,1.786677598953247
1600_40_1,INVERSION,503,575,67,72,INVERSION,503,520,1.7798340320587158
1600_40_2,INVERSION,916,1123,76,207,TRANSLOCATION,1121,0,2.027702808380127
1600_40_3,INVERSION,516,657,108,141,INVERSION,488,551,2.8963916301727295
1600_40_4,INVERSION,242,475,74,233,INVERSION,242,474,1.9893107414245605
1600_45_0,INVERSION,501,1030,77,529,INVERSION,501,1029,2.1665682792663574
1600_45_1,INVERSION,425,565,57,140,INVERSION,425,564,1.6272234916687012
1600_45_2,INVERSION,658,787,58,129,INVERSION,658,786,1.6548500061035156
1600_45_3,INVERSION,360,466,63,106,INVERSION,321,476,1.824876308441162
1600_45_4,INVERSION,458,574,64,116,INVERSION,454,477,1.8388874530792236
1600_50_0,INVERSION,667,1059,59,392,INVERSION,651,1058,1.767249584197998
1600_50_1,INVERSION,786,1052,81,266,INVERSION,786,1051,2.4379525184631348
1600_50_2,INVERSION,720,952,57,232,INVERSION,720,992,1.7326643466949463
1600_50_3,INVERSION,1052,1222,73,170,INVERSION,1007,1272,2.2030584812164307
1600_50_4,INVERSION,618,738,82,120,INVERSION,617,737,2.434305429458618
1600_55_0,INVERSION,1194,1357,61,163,INVERSION,1196,1354,1.937819480895996
1600_55_1,INVERSION,1204,1352,57,148,INVERSION,1154,1350,1.8088555335998535
1600_55_2,INVERSION,468,866,63,398,INVERSION,468,865,2.0576374530792236
1600_55_3,INVERSION,410,796,52,386,INVERSION,410,795,1.6765098571777344
1600_55_4,INVERSION,551,761,48,210,INVERSION,552,759,1.5561251640319824
1600_60_0,INVERSION,725,1130,46,405,INVERSION,672,1129,1.5777719020843506
1600_60_1,INVERSION,416,791,76,375,INVERSION,416,790,2.594313859939575
1600_60_2,INVERSION,812,1259,55,447,INVERSION,813,1324,1.8123245239257812
1600_60_3,INVERSION,725,1171,40,446,INVERSION,689,1170,1.344508409500122
1600_60_4,INVERSION,1102,1334,56,232,INVERSION,1079,1367,1.879913568496704
1600_65_0,INVERSION,583,867,60,284,INVERSION,523,866,2.1355061531066895
1600_65_1,INVERSION,422,568,39,146,INVERSION,361,567,1.4163146018981934
1600_65_2,INVERSION,735,974,43,239,INVERSION,735,973,1.505486011505127
1600_65_3,INVERSION,1195,1344,63,149,INVERSION,1183,1376,2.215235948562622
1600_65_4,INVERSION,510,703,50,193,INVERSION,510,557,1.7904510498046875
1600_70_0,INVERSION,1047,1564,35,517,TRANSLOCATION,974,0,1.3035831451416016
1600_70_1,INVERSION,674,1072,49,398,INVERSION,660,1112,1.8155512809753418
1600_70_2,INVERSION,735,1177,56,442,INVERSION,735,1176,2.097783327102661
1600_70_3,INVERSION,614,1128,48,514,INVERSION,544,1127,1.7763080596923828
1600_70_4,INVERSION,861,1089,46,228,INVERSION,852,894,1.7163681983947754
1600_75_0,INVERSION,906,1299,31,393,INVERSION,876,1332,1.1975460052490234
1600_75_1,INVERSION,773,982,41,209,INVERSION,773,817,1.5952482223510742
1600_75_2,INVERSION,539,962,35,423,INVERSION,477,1036,1.356968879699707
1600_75_3,INVERSION,1185,1321,31,136,INVERSION,1141,1223,1.1902194023132324
1600_75_4,INVERSION,428,650,29,222,INVERSION,428,464,1.1510677337646484
1700_30_0,INVERSION,1429,1826,158,397,TRANSLOCATION,1429,0,3.911857843399048
1700_30_1,INVERSION,441,637,146,196,INVERSION,410,636,3.644705295562744
1700_30_2,INVERSION,1247,1794,120,547,TRANSLOCATION,1237,0,3.0534534454345703
1700_30_3,INVERSION,1166,1294,123,128,INVERSION,1166,1293,3.1055541038513184
1700_30_4,INVERSION,1415,1823,88,408,TANDEM,1700,1700,2.212480306625366
1700_35_0,INVERSION,749,1001,90,252,INVERSION,734,1000,2.452155351638794
1700_35_1,INVERSION,703,816,109,113,INVERSION,675,814,2.9559595584869385
1700_35_2,INVERSION,200,663,122,463,TANDEM,662,191,3.367335081100464
1700_35_3,INVERSION,1055,1562,96,507,TRANSLOCATION,1055,0,2.631969928741455
1700_35_4,INVERSION,1065,1269,74,204,TRANSLOCATION,1268,0,1.9831514358520508
1700_40_0,INVERSION,454,631,90,177,INVERSION,454,630,2.6179709434509277
1700_40_1,INVERSION,1239,1653,75,414,TRANSLOCATION,1239,0,2.195019245147705
1700_40_2,INVERSION,330,729,79,399,INVERSION,330,728,2.3239736557006836
1700_40_3,INVERSION,524,981,69,457,INVERSION,518,980,2.032728672027588
1700_40_4,INVERSION,1307,1454,96,147,INVERSION,1307,1453,2.8128771781921387
1700_45_0,INVERSION,854,1181,63,327,INVERSION,814,1189,1.9494216442108154
1700_45_1,INVERSION,1411,1520,73,109,INVERSION,1411,1427,2.2675979137420654
1700_45_2,INVERSION,957,1467,78,510,INVERSION,945,1469,2.4419026374816895
1700_45_3,INVERSION,1470,1923,94,453,TRANSLOCATION,1470,0,2.9087681770324707
1700_45_4,INVERSION,242,420,65,178,INVERSION,242,419,2.072812557220459
1700_50_0,INVERSION,324,577,91,253,INVERSION,324,576,3.0412838459014893
1700_50_1,INVERSION,1013,1448,61,435,INVERSION,1013,1447,1.999790906906128
1700_50_2,INVERSION,1429,1906,79,477,TRANSLOCATION,1390,0,2.58207368850708
1700_50_3,INVERSION,469,1030,61,561,INVERSION,470,1037,2.0488340854644775
1700_50_4,INVERSION,923,1149,74,226,INVERSION,890,1148,2.4689934253692627
1700_55_0,INVERSION,926,1440,50,514,INVERSION,926,1439,1.783151388168335
1700_55_1,INVERSION,1201,1303,59,102,INVERSION,1258,1232,2.0560920238494873
1700_55_2,INVERSION,658,864,53,206,TRANSLOCATION,659,0,1.888507604598999
1700_55_3,INVERSION,1318,1612,48,294,TRANSLOCATION,1249,0,1.6836450099945068
1700_55_4,INVERSION,294,486,56,192,INVERSION,263,506,2.057560443878174
1700_60_0,INVERSION,359,506,42,147,INVERSION,311,379,1.5896697044372559
1700_60_1,INVERSION,459,659,58,200,INVERSION,461,656,2.1858785152435303
1700_60_2,INVERSION,660,1133,55,473,INVERSION,599,1132,2.0681064128875732
1700_60_3,INVERSION,1146,1352,53,206,INVERSION,1147,1350,1.9662330150604248
1700_60_4,INVERSION,312,433,55,121,INVERSION,295,432,2.0760676860809326
1700_65_0,INVERSION,1205,1567,33,362,TRANSLOCATION,1205,0,1.2769877910614014
1700_65_1,INVERSION,909,1460,58,551,TRANSLOCATION,903,0,2.2431352138519287
1700_65_2,INVERSION,1090,1343,40,253,TRANSLOCATION,1342,0,1.574845314025879
1700_65_3,INVERSION,421,907,35,486,INVERSION,421,906,1.3876757621765137
1700_65_4,INVERSION,1179,1654,52,475,TRANSLOCATION,1164,0,2.0450594425201416
1700_70_0,INVERSION,1294,1518,47,224,INVERSION,1274,1355,1.896193265914917
1700_70_1,INVERSION,871,1208,58,337,INVERSION,869,1225,2.3819494247436523
1700_70_2,INVERSION,476,737,33,261,TRANSLOCATION,449,0,1.3836288452148438
1700_70_3,INVERSION,973,1101,34,128,INVERSION,974,1015,1.4227759838104248
1700_70_4,INVERSION,1051,1405,45,354,TRANSLOCATION,1052,0,1.8383073806762695
1700_75_0,INVERSION,936,1354,38,418,INVERSION,851,1353,1.6341910362243652
1700_75_1,INVERSION,1175,1521,40,346,TRANSLOCATION,1175,0,1.6955573558807373
1700_75_2,INVERSION,559,856,32,297,TRANSLOCATION,507,0,1.3773698806762695
1700_75_3,INVERSION,764,1282,43,518,INVERSION,764,1281,1.8908798694610596
1700_75_4,INVERSION,771,1287,33,516,INVERSION,771,1372,1.4568994045257568
1800_30_0,INVERSION,1443,1744,100,301,TRANSLOCATION,1444,0,2.7247495651245117
1800_30_1,INVERSION,660,860,100,200,INVERSION,662,857,2.7521634101867676
1800_30_2,INVERSION,980,1201,161,221,INVERSION,980,1200,4.382338285446167
1800_30_3,INVERSION,202,713,109,511,TANDEM,712,202,3.0007176399230957
1800_30_4,INVERSION,1595,1779,136,184,TRANSLOCATION,1595,0,3.7600207328796387
1800_35_0,INVERSION,1066,1272,100,206,INVERSION,1066,1271,3.00748872756958
1800_35_1,INVERSION,269,839,75,570,INVERSION,269,861,2.1976733207702637
1800_35_2,INVERSION,572,924,87,352,INVERSION,553,923,2.6316826343536377
1800_35_3,INVERSION,815,1285,100,470,INVERSION,815,1284,2.972470998764038
1800_35_4,INVERSION,1130,1641,111,511,TRANSLOCATION,1114,0,3.259215831756592
1800_40_0,INVERSION,300,409,82,109,INVERSION,372,338,2.645754337310791
1800_40_1,INVERSION,1572,2078,81,506,TRANSLOCATION,1572,0,2.5962865352630615
1800_40_2,INVERSION,399,572,100,173,INVERSION,391,571,3.235069990158081
1800_40_3,INVERSION,333,739,70,406,INVERSION,333,762,2.2512733936309814
1800_40_4,INVERSION,1390,1906,103,516,TRANSLOCATION,1390,0,3.2618887424468994
1800_45_0,INVERSION,1092,1539,71,447,INVERSION,1092,1584,2.4409961700439453
1800_45_1,INVERSION,664,787,74,123,INVERSION,752,691,2.5424399375915527
1800_45_2,INVERSION,983,1459,63,476,TRANSLOCATION,1458,0,2.2236251831054688
1800_45_3,INVERSION,1352,1664,96,312,TRANSLOCATION,1296,0,3.2427213191986084
1800_45_4,INVERSION,687,810,88,123,INVERSION,687,722,3.1115176677703857
1800_50_0,INVERSION,614,705,49,91,INVERSION,571,636,1.8130834102630615
1800_50_1,INVERSION,1156,1268,51,112,INVERSION,1156,1183,1.8720769882202148
1800_50_2,INVERSION,1355,1936,79,581,TRANSLOCATION,1302,0,2.8481383323669434
1800_50_3,INVERSION,1073,1528,77,455,INVERSION,1062,1527,2.7748489379882812
