,real_type,real_start,real_end,read_count,var_size,type,start,end,time(s)
1100_45_2,TRANSLOCATION,918,0,77,182,TRANSLOCATION,918,0,1.192186594
1100_45_3,TRANSLOCATION,958,0,61,142,TRANSLOCATION,958,0,0.9406147
1100_45_4,TRANSLOCATION,954,0,84,146,TRANSLOCATION,939,0,1.281573534
1100_50_0,TRANSLOCATION,897,0,61,203,TRANSLOCATION,888,0,0.994023561
1100_50_1,TRANSLOCATION,791,0,49,309,TRANSLOCATION,791,0,0.819049358
1100_50_2,TRANSLOCATION,932,0,52,168,TRANSLOCATION,933,0,0.839642763
1100_50_3,TRANSLOCATION,880,0,62,220,TANDEM,1100,1100,1.013721704
1100_50_4,TRANSLOCATION,741,0,73,359,TRANSLOCATION,742,0,1.215614557
1100_55_0,TRANSLOCATION,904,0,65,196,TRANSLOCATION,886,0,1.100416422
1100_55_1,TRANSLOCATION,1020,0,69,80,TRANSLOCATION,1020,0,1.17069602
1100_55_2,TRANSLOCATION,889,0,42,211,TANDEM,1100,1100,0.718019009
1100_55_3,TRANSLOCATION,1028,0,62,72,TRANSLOCATION,996,0,1.026975155
1100_55_4,TRANSLOCATION,1017,0,44,83,TRANSLOCATION,1017,0,0.75428319
1100_60_0,TRANSLOCATION,815,0,48,285,TRANSLOCATION,800,0,0.881272793
1100_60_1,TRANSLOCATION,798,0,36,302,TRANSLOCATION,799,0,0.661108494
1100_60_2,TRANSLOCATION,752,0,45,348,TRANSLOCATION,737,0,0.83151865
1100_60_3,TRANSLOCATION,926,0,48,174,TRANSLOCATION,897,0,0.843765497
1100_60_4,TRANSLOCATION,994,0,45,106,TRANSLOCATION,994,0,0.811547279
1100_65_0,TRANSLOCATION,816,0,50,284,TRANSLOCATION,817,0,0.951282501
1100_65_1,TRANSLOCATION,800,0,56,300,TRANSLOCATION,769,0,1.042105675
1100_65_2,TRANSLOCATION,1021,0,38,79,TRANSLOCATION,973,0,0.706000566
1100_65_3,TRANSLOCATION,846,0,38,254,TANDEM,1100,1100,0.73986721
1100_65_4,TRANSLOCATION,890,0,70,210,TRANSLOCATION,890,0,1.271967173
1100_70_0,TRANSLOCATION,794,0,38,306,TRANSLOCATION,794,0,0.757968426
1100_70_1,TRANSLOCATION,803,0,43,297,TRANSLOCATION,803,0,0.857062817
1100_70_2,TRANSLOCATION,1012,0,39,88,TRANSLOCATION,1014,0,0.75140357
1100_70_3,TRANSLOCATION,930,0,46,170,TRANSLOCATION,931,0,0.898482084
1100_70_4,TRANSLOCATION,910,0,37,190,TRANSLOCATION,883,0,0.719753027
1100_75_0,TRANSLOCATION,825,0,31,275,TRANSLOCATION,826,0,0.636023521
1100_75_1,TRANSLOCATION,812,0,33,288,TRANSLOCATION,812,0,0.690259457
1100_75_2,TRANSLOCATION,768,0,53,332,TRANSLOCATION,754,0,1.074844122
1100_75_3,TRANSLOCATION,991,0,32,109,TANDEM,1100,1100,0.635815144
1100_75_4,TRANSLOCATION,980,0,31,120,TANDEM,1100,1100,0.621580362
1200_30_0,TRANSLOCATION,1018,0,101,182,TANDEM,1200,1200,1.523825407
1200_30_1,TRANSLOCATION,1030,0,137,170,TRANSLOCATION,1030,0,2.014550447
1200_30_2,TRANSLOCATION,962,0,87,238,TRANSLOCATION,963,0,1.309359312
1200_30_3,TRANSLOCATION,899,0,124,301,TRANSLOCATION,894,0,1.878706694
1200_30_4,TRANSLOCATION,1110,0,87,90,TRANSLOCATION,1113,0,1.304980516
1200_35_0,TRANSLOCATION,1039,0,102,161,TRANSLOCATION,1039,0,1.630755424
1200_35_1,TRANSLOCATION,984,0,94,216,TRANSLOCATION,957,0,1.474043846
1200_35_2,TRANSLOCATION,1047,0,75,153,TRANSLOCATION,1048,0,1.160513401
1200_35_3,TRANSLOCATION,1087,0,114,113,TRANSLOCATION,1087,0,1.813853741
1200_35_4,TRANSLOCATION,960,0,79,240,TRANSLOCATION,961,0,1.241796017
1200_40_0,TRANSLOCATION,915,0,78,285,TRANSLOCATION,915,0,1.330547333
1200_40_1,TRANSLOCATION,1004,0,103,196,TRANSLOCATION,1004,0,1.71259737
1200_40_2,TRANSLOCATION,1028,0,104,172,TRANSLOCATION,1028,0,1.744961262
1200_40_3,TRANSLOCATION,804,0,66,396,TRANSLOCATION,789,0,1.12197423
1200_40_4,TRANSLOCATION,846,0,100,354,TRANSLOCATION,846,0,1.729355335
1200_45_0,TRANSLOCATION,1039,0,62,161,TRANSLOCATION,1039,0,1.087730885
1200_45_1,TRANSLOCATION,1121,0,52,79,TANDEM,1200,1200,0.921718836
1200_45_2,TRANSLOCATION,1091,0,82,109,TRANSLOCATION,1058,0,1.447179556
1200_45_3,TRANSLOCATION,1000,0,68,200,TRANSLOCATION,998,0,1.211125851
1200_45_4,TRANSLOCATION,1028,0,58,172,TANDEM,1200,1200,1.023188353
1200_50_0,TRANSLOCATION,953,0,81,247,TRANSLOCATION,953,0,1.533786297
1200_50_1,TRANSLOCATION,1109,0,66,91,TRANSLOCATION,1096,0,1.216434717
1200_50_2,TRANSLOCATION,809,0,68,391,TRANSLOCATION,810,0,1.307206154
1200_50_3,TRANSLOCATION,1110,0,60,90,TRANSLOCATION,1097,0,1.104195595
1200_50_4,TRANSLOCATION,1100,0,59,100,TRANSLOCATION,1100,0,1.095728874
1200_55_0,TRANSLOCATION,1038,0,58,162,TRANSLOCATION,1038,0,1.14854598
1200_55_1,TRANSLOCATION,1000,0,62,200,TRANSLOCATION,1000,0,1.224957943
1200_55_2,TRANSLOCATION,1007,0,58,193,TRANSLOCATION,995,0,1.136475325
1200_55_3,TRANSLOCATION,1010,0,59,190,TRANSLOCATION,1010,0,1.170162439
1200_55_4,TRANSLOCATION,868,0,65,332,TRANSLOCATION,868,0,1.297780514
1200_60_0,TRANSLOCATION,1089,0,51,111,TRANSLOCATION,1089,0,1.049036026
1200_60_1,TRANSLOCATION,967,0,59,233,TRANSLOCATION,967,0,1.230514765
1200_60_2,TRANSLOCATION,904,0,47,296,TRANSLOCATION,905,0,0.978232622
1200_60_3,TRANSLOCATION,1128,0,59,72,TRANSLOCATION,1128,0,1.189260006
1200_60_4,TRANSLOCATION,908,0,42,292,TRANSLOCATION,908,0,0.890392065
1200_65_0,TRANSLOCATION,998,0,66,202,TRANSLOCATION,966,0,1.405737638
1200_65_1,TRANSLOCATION,843,0,54,357,TRANSLOCATION,843,0,1.17256403
1200_65_2,TRANSLOCATION,1102,0,48,98,TRANSLOCATION,1102,0,1.015156507
1200_65_3,TRANSLOCATION,843,0,39,357,TRANSLOCATION,804,0,0.860700846
1200_65_4,TRANSLOCATION,848,0,50,352,TRANSLOCATION,848,0,1.095098019
1200_70_0,TRANSLOCATION,932,0,36,268,TRANSLOCATION,896,0,0.819047213
1200_70_1,TRANSLOCATION,1066,0,34,134,TRANSLOCATION,1050,0,0.761939526
1200_70_2,TRANSLOCATION,1100,0,41,100,TRANSLOCATION,1074,0,0.909468412
1200_70_3,TRANSLOCATION,874,0,41,326,TRANSLOCATION,874,0,0.927498817
1200_70_4,TRANSLOCATION,1027,0,43,173,TRANSLOCATION,1021,0,0.942995548
1200_75_0,TRANSLOCATION,924,0,38,276,TRANSLOCATION,872,0,0.895729542
1200_75_1,TRANSLOCATION,1021,0,32,179,TANDEM,1200,1200,0.737783432
1200_75_2,TRANSLOCATION,1064,0,43,136,TRANSLOCATION,1065,0,0.988375187
1200_75_3,TRANSLOCATION,805,0,38,395,TRANSLOCATION,806,0,0.912253857
1200_75_4,TRANSLOCATION,822,0,46,378,TRANSLOCATION,792,0,1.087374449
1300_30_0,TRANSLOCATION,1078,0,110,222,TRANSLOCATION,1078,0,1.851195574
1300_30_1,TRANSLOCATION,1048,0,153,252,TRANSLOCATION,1048,0,2.529939175
1300_30_2,TRANSLOCATION,1204,0,129,96,TRANSLOCATION,1204,0,2.148221731
1300_30_3,TRANSLOCATION,1209,0,104,91,TRANSLOCATION,1209,0,1.742682934
1300_30_4,TRANSLOCATION,943,0,98,357,TRANSLOCATION,943,0,1.633096457
1300_35_0,TRANSLOCATION,1034,0,75,266,TRANSLOCATION,1020,0,1.325451612
1300_35_1,TRANSLOCATION,1128,0,79,172,TRANSLOCATION,1128,0,1.395028114
1300_35_2,TRANSLOCATION,1006,0,95,294,TRANSLOCATION,1008,0,1.685864449
1300_35_3,TRANSLOCATION,1142,0,99,158,TRANSLOCATION,1117,0,1.753908396
1300_35_4,TRANSLOCATION,1172,0,111,128,TRANSLOCATION,1148,0,2.02474165
1300_40_0,TRANSLOCATION,1006,0,85,294,TRANSLOCATION,1006,0,1.673240662
1300_40_1,TRANSLOCATION,1102,0,74,198,TRANSLOCATION,1102,0,1.418607712
1300_40_2,TRANSLOCATION,1039,0,60,261,TRANSLOCATION,1039,0,1.194941044
1300_40_3,TRANSLOCATION,1104,0,94,196,TRANSLOCATION,1095,0,1.899389505
1300_40_4,TRANSLOCATION,1072,0,90,228,TRANSLOCATION,1034,0,1.775758982
1300_45_0,TRANSLOCATION,913,0,85,387,TRANSLOCATION,909,0,1.843589306
1300_45_1,TRANSLOCATION,1081,0,62,219,TRANSLOCATION,1083,0,1.304174662
1300_45_2,TRANSLOCATION,961,0,85,339,TRANSLOCATION,924,0,1.736880541
1300_45_3,TRANSLOCATION,1166,0,68,134,TRANSLOCATION,1166,0,1.374890089
1300_45_4,TRANSLOCATION,1236,0,62,64,TANDEM,1300,1300,1.251328468
1300_50_0,TRANSLOCATION,1074,0,60,226,TRANSLOCATION,1074,0,1.288829327
1300_50_1,TRANSLOCATION,885,0,75,415,TRANSLOCATION,851,0,1.630475044
1300_50_2,TRANSLOCATION,1095,0,69,205,TRANSLOCATION,1081,0,1.455438614
1300_50_3,TRANSLOCATION,1167,0,60,133,TRANSLOCATION,1167,0,1.274178505
1300_50_4,TRANSLOCATION,917,0,64,383,TRANSLOCATION,917,0,1.388118505
1300_55_0,TRANSLOCATION,1071,0,55,229,TRANSLOCATION,1071,0,1.227955818
1300_55_1,TRANSLOCATION,1195,0,54,105,TRANSLOCATION,1196,0,1.202595472
1300_55_2,TRANSLOCATION,945,0,59,355,TRANSLOCATION,945,0,1.334134579
1300_55_3,TRANSLOCATION,1219,0,54,81,TRANSLOCATION,1180,0,1.20007515
1300_55_4,TRANSLOCATION,1080,0,73,220,TRANSLOCATION,1071,0,1.612368107
1300_60_0,TRANSLOCATION,932,0,66,368,TRANSLOCATION,933,0,1.57848382
1300_60_1,TRANSLOCATION,1072,0,52,228,TRANSLOCATION,1072,0,1.240078688
1300_60_2,TRANSLOCATION,1151,0,68,149,TRANSLOCATION,1151,0,1.590925217
1300_60_3,TRANSLOCATION,925,0,44,375,INSERTION_BIGGER,1300,1300,1.033578634
1300_60_4,TRANSLOCATION,908,0,51,392,TRANSLOCATION,908,0,1.219152212
1300_65_0,TRANSLOCATION,1049,0,41,251,TRANSLOCATION,1049,0,1.00861311
1300_65_1,TRANSLOCATION,983,0,37,317,TRANSLOCATION,983,0,0.90498662
1300_65_2,TRANSLOCATION,978,0,69,322,TRANSLOCATION,925,0,1.678622246
1300_65_3,TRANSLOCATION,1118,0,50,182,TRANSLOCATION,1118,0,1.21786356
1300_65_4,TRANSLOCATION,1173,0,45,127,TRANSLOCATION,1173,0,1.096470833
1300_70_0,TRANSLOCATION,1110,0,59,190,TRANSLOCATION,1057,0,1.476749897
1300_70_1,TRANSLOCATION,1114,0,33,186,TRANSLOCATION,1094,0,0.838409901
1300_70_2,TRANSLOCATION,947,0,52,353,TRANSLOCATION,949,0,1.341768742
1300_70_3,TRANSLOCATION,955,0,42,345,TRANSLOCATION,955,0,1.08447957
1300_70_4,TRANSLOCATION,942,0,44,358,TRANSLOCATION,934,0,1.125968933
1300_75_0,TRANSLOCATION,996,0,43,304,TRANSLOCATION,997,0,1.157186747
1300_75_1,TRANSLOCATION,1076,0,35,224,TRANSLOCATION,1076,0,0.930737734
1300_75_2,TRANSLOCATION,925,0,35,375,TANDEM,1300,1300,0.922938585
1300_75_3,TRANSLOCATION,986,0,36,314,TRANSLOCATION,986,0,0.977317572
1300_75_4,TRANSLOCATION,1079,0,36,221,TRANSLOCATION,1034,0,0.952758789
1400_30_0,TRANSLOCATION,1197,0,152,203,TRANSLOCATION,1196,0,2.862243891
1400_30_1,TRANSLOCATION,1096,0,101,304,TRANSLOCATION,1097,0,1.917004585
1400_30_2,TRANSLOCATION,1140,0,123,260,TRANSLOCATION,1107,0,2.273875475
1400_30_3,TRANSLOCATION,1070,0,123,330,TRANSLOCATION,1047,0,2.333196402
1400_30_4,TRANSLOCATION,941,0,95,459,TRANSLOCATION,938,0,1.81926775
1400_35_0,TRANSLOCATION,1083,0,104,317,TRANSLOCATION,1083,0,2.067245007
1400_35_1,TRANSLOCATION,1232,0,86,168,TRANSLOCATION,1233,0,1.711336851
1400_35_2,TRANSLOCATION,1116,0,104,284,TRANSLOCATION,1117,0,2.109126568
1400_35_3,TRANSLOCATION,1226,0,82,174,TRANSLOCATION,1218,0,1.608424902
1400_35_4,TRANSLOCATION,1098,0,85,302,TRANSLOCATION,1100,0,1.71779108
1400_40_0,TRANSLOCATION,1330,0,97,70,TRANSLOCATION,1309,0,2.02111125
1400_40_1,TRANSLOCATION,1180,0,80,220,TRANSLOCATION,1156,0,1.681429863
1400_40_2,TRANSLOCATION,1185,0,68,215,TRANSLOCATION,1186,0,1.453833103
1400_40_3,TRANSLOCATION,983,0,68,417,TRANSLOCATION,945,0,1.493102074
1400_40_4,TRANSLOCATION,1011,0,94,389,TRANSLOCATION,984,0,2.029329062
1400_45_0,TRANSLOCATION,1220,0,66,180,TRANSLOCATION,1220,0,1.500240564
1400_45_1,TRANSLOCATION,1235,0,73,165,TRANSLOCATION,1204,0,1.619127512
1400_45_2,TRANSLOCATION,967,0,83,433,TRANSLOCATION,968,0,1.903167009
1400_45_3,TRANSLOCATION,939,0,60,461,TRANSLOCATION,923,0,1.390410423
1400_45_4,TRANSLOCATION,1091,0,79,309,TRANSLOCATION,1091,0,1.814115047
1400_50_0,TRANSLOCATION,1018,0,56,382,TRANSLOCATION,983,0,1.350468636
1400_50_1,TRANSLOCATION,1181,0,51,219,TRANSLOCATION,1147,0,1.213713884
1400_50_2,TRANSLOCATION,1183,0,64,217,TANDEM,1400,1400,1.505611181
1400_50_3,TRANSLOCATION,1193,0,60,207,TRANSLOCATION,1193,0,1.439578533
1400_50_4,TRANSLOCATION,1224,0,79,176,TRANSLOCATION,1225,0,1.913260221
1400_55_0,TRANSLOCATION,1183,0,53,217,TRANSLOCATION,1183,0,1.334753752
1400_55_1,TRANSLOCATION,1021,0,70,379,TRANSLOCATION,984,0,1.775367498
1400_55_2,TRANSLOCATION,1309,0,68,91,TRANSLOCATION,1289,0,1.677817822
1400_55_3,TRANSLOCATION,1253,0,45,147,TANDEM,1400,1400,1.13356328
1400_55_4,TRANSLOCATION,970,0,65,430,TRANSLOCATION,933,0,1.677177668
1400_60_0,TRANSLOCATION,999,0,56,401,TRANSLOCATION,968,0,1.487167597
1400_60_1,TRANSLOCATION,1072,0,45,328,TRANSLOCATION,1072,0,1.195442677
1400_60_2,TRANSLOCATION,1182,0,39,218,TANDEM,1400,1400,1.033281088
1400_60_3,TRANSLOCATION,1194,0,72,206,TRANSLOCATION,1194,0,1.892948151
1400_60_4,TRANSLOCATION,1107,0,51,293,TRANSLOCATION,1108,0,1.342011213
1400_65_0,TRANSLOCATION,1064,0,49,336,TRANSLOCATION,1041,0,1.377729654
1400_65_1,TRANSLOCATION,981,0,36,419,TRANSLOCATION,981,0,1.024201393
1400_65_2,TRANSLOCATION,1262,0,35,138,TRANSLOCATION,1205,0,0.961821795
1400_65_3,TRANSLOCATION,1057,0,59,343,TRANSLOCATION,1003,0,1.645045042
1400_65_4,TRANSLOCATION,1013,0,56,387,TRANSLOCATION,1014,0,1.585367441
1400_70_0,TRANSLOCATION,1154,0,42,246,TRANSLOCATION,1132,0,1.204944134
1400_70_1,TRANSLOCATION,977,0,54,423,TRANSLOCATION,955,0,1.587042093
1400_70_2,TRANSLOCATION,1126,0,36,274,TRANSLOCATION,1126,0,1.036338091
1400_70_3,TRANSLOCATION,1250,0,51,150,TRANSLOCATION,1199,0,1.459689617
1400_70_4,TRANSLOCATION,1213,0,38,187,TRANSLOCATION,1194,0,1.09744215
1400_75_0,TRANSLOCATION,1258,0,45,142,TRANSLOCATION,1258,0,1.328258514
1400_75_1,TRANSLOCATION,1169,0,43,231,TRANSLOCATION,1128,0,1.267927408
1400_75_2,TRANSLOCATION,1218,0,33,182,TRANSLOCATION,1220,0,0.993117332
1400_75_3,TRANSLOCATION,986,0,33,414,TRANSLOCATION,936,0,1.014120102
1400_75_4,TRANSLOCATION,1143,0,38,257,TANDEM,1400,1400,1.121812344
1500_30_0,TRANSLOCATION,1286,0,125,214,TRANSLOCATION,1286,0,2.529844999
1500_30_1,TRANSLOCATION,1455,0,107,45,TRANSLOCATION,1439,0,2.212524652
1500_30_2,TRANSLOCATION,1259,0,116,241,TRANSLOCATION,1260,0,2.421808243
1500_30_3,TRANSLOCATION,1193,0,146,307,TRANSLOCATION,1193,0,3.058254957
1500_30_4,TRANSLOCATION,1212,0,107,288,TRANSLOCATION,1213,0,2.183880091
1500_35_0,TRANSLOCATION,1364,0,107,136,TRANSLOCATION,1329,0,2.355593681
1500_35_1,TRANSLOCATION,1166,0,94,334,TRANSLOCATION,1145,0,2.110624552
1500_35_2,TRANSLOCATION,1117,0,86,383,TRANSLOCATION,1117,0,1.915344238
1500_35_3,TRANSLOCATION,1193,0,97,307,TRANSLOCATION,1153,0,2.127970219
1500_35_4,TRANSLOCATION,1267,0,136,233,TRANSLOCATION,1269,0,3.038357735
1500_40_0,TRANSLOCATION,1370,0,70,130,TRANSLOCATION,1371,0,1.633425236
1500_40_1,TRANSLOCATION,1205,0,102,295,TRANSLOCATION,1205,0,2.419040442
1500_40_2,TRANSLOCATION,1319,0,91,181,TRANSLOCATION,1293,0,2.119836092
1500_40_3,TRANSLOCATION,1317,0,79,183,TRANSLOCATION,1318,0,1.8626194
1500_40_4,TRANSLOCATION,1384,0,81,116,TRANSLOCATION,1388,0,1.985010624
1500_45_0,TRANSLOCATION,1187,0,79,313,TRANSLOCATION,1187,0,1.991259575
1500_45_1,TRANSLOCATION,1238,0,61,262,TRANSLOCATION,1238,0,1.527842522
1500_45_2,TRANSLOCATION,1300,0,68,200,TRANSLOCATION,1261,0,1.703897238
1500_45_3,TRANSLOCATION,1297,0,78,203,TRANSLOCATION,1297,0,1.992770195
1500_45_4,TRANSLOCATION,1414,0,85,86,TRANSLOCATION,1414,0,2.12169528
1500_50_0,TRANSLOCATION,1310,0,62,190,TRANSLOCATION,1310,0,1.626251221
1500_50_1,TRANSLOCATION,1385,0,84,115,TRANSLOCATION,1381,0,2.239840508
1500_50_2,TRANSLOCATION,1113,0,77,387,TRANSLOCATION,1067,0,2.054196119
1500_50_3,TRANSLOCATION,1385,0,57,115,TRANSLOCATION,1363,0,1.517804146
1500_50_4,TRANSLOCATION,1128,0,58,372,TRANSLOCATION,1128,0,1.557826519
1500_55_0,TRANSLOCATION,1132,0,60,368,TRANSLOCATION,1099,0,1.693387985
1500_55_1,TRANSLOCATION,1361,0,68,139,TRANSLOCATION,1339,0,1.877026796
1500_55_2,TRANSLOCATION,1366,0,47,134,TANDEM,1500,1500,1.308293581
1500_55_3,TRANSLOCATION,1324,0,64,176,TRANSLOCATION,1305,0,1.753194809
1500_55_4,TRANSLOCATION,1233,0,55,267,TANDEM,1500,1500,1.543643951
1500_60_0,TRANSLOCATION,1055,0,72,445,TRANSLOCATION,1039,0,2.181865215
1500_60_1,TRANSLOCATION,1252,0,47,248,TRANSLOCATION,1220,0,1.380510569
1500_60_2,TRANSLOCATION,1401,0,58,99,TRANSLOCATION,1404,0,1.672959805
1500_60_3,TRANSLOCATION,1023,0,59,477,TRANSLOCATION,1008,0,1.784121752
1500_60_4,TRANSLOCATION,1065,0,60,435,TRANSLOCATION,1038,0,1.791932106
1500_65_0,TRANSLOCATION,1286,0,36,214,TRANSLOCATION,1288,0,1.118467093
1500_65_1,TRANSLOCATION,1014,0,39,486,TRANSLOCATION,970,0,1.240214586
1500_65_2,TRANSLOCATION,1265,0,43,235,TRANSLOCATION,1267,0,1.320699692
1500_65_3,TRANSLOCATION,1298,0,47,202,TRANSLOCATION,1249,0,1.435073853
1500_65_4,TRANSLOCATION,1282,0,56,218,TRANSLOCATION,1282,0,1.702037096
1500_70_0,TRANSLOCATION,1332,0,43,168,TRANSLOCATION,1328,0,1.381249428
1500_70_1,TRANSLOCATION,1386,0,42,114,TRANSLOCATION,1386,0,1.3468678
1500_70_2,TRANSLOCATION,1062,0,53,438,TRANSLOCATION,1022,0,1.73333168
1500_70_3,TRANSLOCATION,1198,0,43,302,TRANSLOCATION,1135,0,1.39941144
1500_70_4,TRANSLOCATION,1305,0,39,195,TRANSLOCATION,1272,0,1.258527994
1500_75_0,TRANSLOCATION,1081,0,36,419,TRANSLOCATION,1081,0,1.218475342
1500_75_1,TRANSLOCATION,1085,0,36,415,TRANSLOCATION,1085,0,1.22360611
1500_75_2,TRANSLOCATION,1154,0,48,346,TRANSLOCATION,1084,0,1.63743639
1500_75_3,TRANSLOCATION,1106,0,32,394,TRANSLOCATION,1094,0,1.097711802
1500_75_4,TRANSLOCATION,1235,0,34,265,TRANSLOCATION,1228,0,1.153285503
1600_30_0,TRANSLOCATION,1348,0,112,252,TRANSLOCATION,1348,0,2.520703077
1600_30_1,TRANSLOCATION,1510,0,147,90,TRANSLOCATION,1510,0,3.2193501
1600_30_2,TRANSLOCATION,1171,0,101,429,TRANSLOCATION,1147,0,2.31639719
1600_30_3,TRANSLOCATION,1173,0,114,427,TRANSLOCATION,1174,0,2.648941278
1600_30_4,TRANSLOCATION,1221,0,111,379,TRANSLOCATION,1221,0,2.584625483
1600_35_0,TRANSLOCATION,1069,0,92,531,INSERTION_SMALLER,1600,1600,2.30943346
1600_35_1,TRANSLOCATION,1357,0,124,243,TRANSLOCATION,1357,0,3.015870571
1600_35_2,TRANSLOCATION,1482,0,85,118,TRANSLOCATION,1482,0,2.080772877
1600_35_3,TRANSLOCATION,1120,0,109,480,TRANSLOCATION,1097,0,2.760795593
1600_35_4,TRANSLOCATION,1428,0,83,172,TRANSLOCATION,1415,0,2.01060462
1600_40_0,TRANSLOCATION,1333,0,78,267,TRANSLOCATION,1333,0,2.021468878
1600_40_1,TRANSLOCATION,1398,0,89,202,TRANSLOCATION,1392,0,2.336222172
1600_40_2,TRANSLOCATION,1071,0,73,529,TRANSLOCATION,1071,0,1.974456549
1600_40_3,TRANSLOCATION,1363,0,99,237,TRANSLOCATION,1337,0,2.600060225
1600_40_4,TRANSLOCATION,1492,0,78,108,TRANSLOCATION,1467,0,2.019211292
1600_45_0,TRANSLOCATION,1224,0,77,376,TRANSLOCATION,1224,0,2.181373119
1600_45_1,TRANSLOCATION,1303,0,80,297,TRANSLOCATION,1303,0,2.252940416
1600_45_2,TRANSLOCATION,1428,0,86,172,TRANSLOCATION,1429,0,2.393277884
1600_45_3,TRANSLOCATION,1157,0,94,443,TRANSLOCATION,1157,0,2.609700918
1600_45_4,TRANSLOCATION,1221,0,62,379,TRANSLOCATION,1222,0,1.764493942
1600_50_0,TRANSLOCATION,1188,0,64,412,TRANSLOCATION,1183,0,1.893480062
1600_50_1,TRANSLOCATION,1218,0,61,382,TRANSLOCATION,1218,0,1.800699949
1600_50_2,TRANSLOCATION,1133,0,68,467,TRANSLOCATION,1107,0,2.097726107
1600_50_3,TRANSLOCATION,1260,0,50,340,TRANSLOCATION,1260,0,1.48601079
1600_50_4,TRANSLOCATION,1081,0,43,519,TRANSLOCATION,1081,0,1.30099225
1600_55_0,TRANSLOCATION,1269,0,43,331,TRANSLOCATION,1269,0,1.341586351
1600_55_1,TRANSLOCATION,1492,0,61,108,TRANSLOCATION,1492,0,1.852257252
1600_55_2,TRANSLOCATION,1379,0,60,221,TRANSLOCATION,1352,0,1.874001503
1600_55_3,TRANSLOCATION,1366,0,47,234,TRANSLOCATION,1366,0,1.454759836
1600_55_4,TRANSLOCATION,1294,0,65,306,TRANSLOCATION,1236,0,2.013128996
1600_60_0,TRANSLOCATION,1090,0,62,510,TRANSLOCATION,1090,0,2.072229385
1600_60_1,TRANSLOCATION,1116,0,48,484,TRANSLOCATION,1117,0,1.596832514
1600_60_2,TRANSLOCATION,1267,0,61,333,TRANSLOCATION,1267,0,1.991381645
1600_60_3,TRANSLOCATION,1266,0,61,334,TRANSLOCATION,1215,0,2.000685692
1600_60_4,TRANSLOCATION,1179,0,50,421,TRANSLOCATION,1179,0,1.674496174
1600_65_0,TRANSLOCATION,1156,0,53,444,TRANSLOCATION,1120,0,1.86491704
1600_65_1,TRANSLOCATION,1252,0,54,348,TRANSLOCATION,1229,0,1.855644226
1600_65_2,TRANSLOCATION,1419,0,44,181,TRANSLOCATION,1419,0,1.485543489
1600_65_3,TRANSLOCATION,1224,0,37,376,TANDEM,1600,1600,1.257528067
1600_65_4,TRANSLOCATION,1436,0,42,164,TRANSLOCATION,1436,0,1.445793867
1600_70_0,TRANSLOCATION,1309,0,37,291,TRANSLOCATION,1309,0,1.364583731
1600_70_1,TRANSLOCATION,1131,0,42,469,TRANSLOCATION,1096,0,1.542494774
1600_70_2,TRANSLOCATION,1281,0,46,319,TRANSLOCATION,1266,0,1.642300367
1600_70_3,TRANSLOCATION,1454,0,40,146,TRANSLOCATION,1454,0,1.409960508
1600_70_4,TRANSLOCATION,1172,0,46,428,TRANSLOCATION,1091,0,1.699466467
1600_75_0,TRANSLOCATION,1458,0,36,142,TRANSLOCATION,1458,0,1.347709894
1600_75_1,TRANSLOCATION,1095,0,46,505,TRANSLOCATION,1095,0,1.788241863
1600_75_2,TRANSLOCATION,1316,0,31,284,TRANSLOCATION,1268,0,1.165766001
1600_75_3,TRANSLOCATION,1451,0,33,149,TRANSLOCATION,1398,0,1.211911917
1600_75_4,TRANSLOCATION,1195,0,35,405,TRANSLOCATION,1129,0,1.326187611
1700_30_0,TRANSLOCATION,1647,0,112,53,TRANSLOCATION,1633,0,2.828004837
1700_30_1,TRANSLOCATION,1520,0,150,180,TRANSLOCATION,1521,0,3.766781807
1700_30_2,TRANSLOCATION,1340,0,120,360,TRANSLOCATION,1340,0,3.010561466
1700_30_3,TRANSLOCATION,1232,0,135,468,TRANSLOCATION,1232,0,3.386797905
1700_30_4,TRANSLOCATION,1367,0,156,333,TRANSLOCATION,1337,0,3.901497602
1700_35_0,TRANSLOCATION,1633,0,71,67,TRANSLOCATION,1618,0,1.893020391
1700_35_1,TRANSLOCATION,1412,0,104,288,TRANSLOCATION,1414,0,2.828416586
1700_35_2,TRANSLOCATION,1351,0,80,349,TRANSLOCATION,1351,0,2.154550076
1700_35_3,TRANSLOCATION,1490,0,80,210,TRANSLOCATION,1490,0,2.112016916
1700_35_4,TRANSLOCATION,1279,0,113,421,TRANSLOCATION,1279,0,3.064466715
1700_40_0,TRANSLOCATION,1332,0,62,368,TRANSLOCATION,1332,0,1.854436874
1700_40_1,TRANSLOCATION,1334,0,82,366,TRANSLOCATION,1334,0,2.380003929
1700_40_2,TRANSLOCATION,1386,0,79,314,TRANSLOCATION,1386,0,2.27559638
1700_40_3,TRANSLOCATION,1315,0,72,385,TRANSLOCATION,1315,0,2.107459307
1700_40_4,TRANSLOCATION,1604,0,110,96,TRANSLOCATION,1604,0,3.104610682
1700_45_0,TRANSLOCATION,1239,0,54,461,TRANSLOCATION,1204,0,1.68786478
1700_45_1,TRANSLOCATION,1600,0,57,100,TRANSLOCATION,1600,0,1.760219574
1700_45_2,TRANSLOCATION,1570,0,81,130,TRANSLOCATION,1570,0,2.484520674
