,real_type,real_start,real_end,read_count,var_size,type,start,end,time(s)
1200_45_0,DELETION,256,522,47,266,DELETION,256,521,0.867936372756958
1200_45_1,DELETION,753,990,45,237,DELETION,753,989,0.7533280849456787
1200_45_2,DELETION,322,717,38,395,DELETION,322,737,0.6936397552490234
1200_45_3,DELETION,670,901,56,231,DELETION,670,900,0.9581844806671143
1200_45_4,DELETION,860,997,48,137,DELETION,860,996,0.8071470260620117
1200_50_0,DELETION,526,859,46,333,DELETION,526,893,0.8318295478820801
1200_50_1,DELETION,424,717,41,293,DELETION,398,716,0.7646691799163818
1200_50_2,DELETION,777,991,54,214,DELETION,777,990,0.9429395198822021
1200_50_3,DELETION,304,613,50,309,DELETION,266,612,0.9852867126464844
1200_50_4,DELETION,518,646,44,128,DELETION,518,645,0.8298871517181396
1200_55_0,DELETION,450,570,53,120,DELETION,450,569,1.0591864585876465
1200_55_1,DELETION,753,826,65,73,DELETION,753,825,1.2440509796142578
1200_55_2,DELETION,630,855,36,225,TRANSLOCATION,869,0,0.6888551712036133
1200_55_3,DELETION,282,675,39,393,DELETION,282,674,0.7910366058349609
1200_55_4,DELETION,566,860,41,294,DELETION,566,858,0.7997753620147705
1200_60_0,DELETION,204,421,52,217,DELETION,205,458,1.1290323734283447
1200_60_1,DELETION,398,503,37,105,DELETION,367,500,0.8353354930877686
1200_60_2,DELETION,618,891,37,273,DELETION,576,927,0.7432694435119629
1200_60_3,DELETION,309,520,41,211,DELETION,292,519,0.8648264408111572
1200_60_4,DELETION,593,718,41,125,DELETION,568,717,0.872915506362915
1200_65_0,DELETION,545,774,32,229,DELETION,545,772,0.7280580997467041
1200_65_1,DELETION,536,616,46,80,DELETION,481,664,1.0875334739685059
1200_65_2,DELETION,652,988,39,336,DELETION,609,986,0.8044919967651367
1200_65_3,DELETION,616,905,33,289,DELETION,573,938,0.7063744068145752
1200_65_4,DELETION,507,871,33,364,DELETION,508,911,0.6757218837738037
1200_70_0,DELETION,290,562,26,272,DELETION,290,561,0.6194188594818115
1200_70_1,DELETION,348,579,42,231,DELETION,348,578,0.9690847396850586
1200_70_2,DELETION,250,433,29,183,DELETION,250,432,0.6843674182891846
1200_70_3,DELETION,468,694,37,226,DELETION,469,722,0.8463375568389893
1200_70_4,DELETION,263,631,24,368,DELETION,263,657,0.5680234432220459
1200_75_0,DELETION,356,464,41,108,DELETION,292,499,0.9508841037750244
1200_75_1,DELETION,446,611,40,165,DELETION,441,609,0.9435844421386719
1200_75_2,DELETION,484,606,31,122,DELETION,484,604,0.7046916484832764
1200_75_3,DELETION,623,773,45,150,DELETION,623,772,1.045959711074829
1200_75_4,DELETION,345,525,29,180,DELETION,324,524,0.6893043518066406
1300_30_0,DELETION,135,181,98,46,DELETION,135,180,1.6569876670837402
1300_30_1,DELETION,499,560,109,61,DELETION,499,558,1.8045713901519775
1300_30_2,DELETION,910,979,108,69,DELETION,910,978,1.764376163482666
1300_30_3,DELETION,553,596,83,43,DELETION,529,595,1.3853285312652588
1300_30_4,DELETION,538,714,96,176,DELETION,538,713,1.5947988033294678
1300_35_0,DELETION,360,502,87,142,DELETION,360,501,1.5328216552734375
1300_35_1,DELETION,546,964,58,418,TRANSLOCATION,517,0,1.0244228839874268
1300_35_2,DELETION,213,537,73,324,DELETION,214,564,1.349348783493042
1300_35_3,DELETION,367,662,59,295,DELETION,367,661,1.1136047840118408
1300_35_4,DELETION,821,1088,83,267,DELETION,817,1087,1.4101197719573975
1300_40_0,DELETION,475,899,68,424,DELETION,476,898,1.252974033355713
1300_40_1,DELETION,599,651,109,52,DELETION,599,650,2.0420544147491455
1300_40_2,DELETION,478,655,73,177,DELETION,478,677,1.4020898342132568
1300_40_3,DELETION,562,843,63,281,DELETION,545,874,1.1610207557678223
1300_40_4,DELETION,795,1020,60,225,DELETION,762,1019,1.0963025093078613
1300_45_0,DELETION,186,340,84,154,DELETION,152,339,1.7177257537841797
1300_45_1,DELETION,613,978,38,365,DELETION,581,977,0.7202141284942627
1300_45_2,DELETION,589,991,55,402,DELETION,562,990,1.026366949081421
1300_45_3,DELETION,293,527,58,234,DELETION,297,526,1.1956427097320557
1300_45_4,DELETION,435,737,52,302,TRANSLOCATION,437,0,1.0632600784301758
1300_50_0,DELETION,810,1084,41,274,TRANSLOCATION,811,0,0.8133876323699951
1300_50_1,DELETION,432,809,44,377,DELETION,418,808,0.9348554611206055
1300_50_2,DELETION,442,589,59,147,DELETION,414,588,1.228348970413208
1300_50_3,DELETION,426,575,55,149,DELETION,426,573,1.1928040981292725
1300_50_4,DELETION,264,617,47,353,TRANSLOCATION,264,0,1.057793140411377
1300_55_0,DELETION,603,881,41,278,DELETION,603,880,0.9101967811584473
1300_55_1,DELETION,485,760,55,275,DELETION,435,759,1.2042739391326904
1300_55_2,DELETION,564,882,37,318,DELETION,564,899,0.8176839351654053
1300_55_3,DELETION,370,673,44,303,DELETION,371,724,0.9992902278900146
1300_55_4,DELETION,369,621,51,252,DELETION,369,620,1.1730995178222656
1300_60_0,DELETION,327,600,29,273,TRANSLOCATION,657,0,0.7255821228027344
1300_60_1,DELETION,492,853,35,361,DELETION,448,900,0.8339352607727051
1300_60_2,DELETION,511,655,45,144,DELETION,475,683,1.0769174098968506
1300_60_3,DELETION,496,755,35,259,DELETION,434,795,0.8380753993988037
1300_60_4,DELETION,684,896,49,212,DELETION,678,895,1.1297569274902344
1300_65_0,DELETION,244,372,58,128,DELETION,244,371,1.4678020477294922
1300_65_1,DELETION,418,505,59,87,DELETION,395,504,1.4333736896514893
1300_65_2,DELETION,364,685,39,321,DELETION,364,684,0.969423770904541
1300_65_3,DELETION,449,641,36,192,DELETION,449,640,0.8959331512451172
1300_65_4,DELETION,818,944,34,126,DELETION,818,943,0.7992846965789795
1300_70_0,DELETION,389,797,27,408,DELETION,342,796,0.726123571395874
1300_70_1,DELETION,708,991,31,283,DELETION,708,1013,0.7701947689056396
1300_70_2,DELETION,695,1048,35,353,DELETION,653,1077,0.8487868309020996
1300_70_3,DELETION,810,990,42,180,DELETION,782,987,1.0592420101165771
1300_70_4,DELETION,582,674,30,92,TRANSLOCATION,673,0,0.8396472930908203
1300_75_0,DELETION,827,992,32,165,DELETION,827,990,0.8375771045684814
1300_75_1,DELETION,416,645,40,229,DELETION,416,646,1.15390944480896
1300_75_2,DELETION,717,836,36,119,TRANSLOCATION,835,0,0.991523265838623
1300_75_3,DELETION,281,609,26,328,TRANSLOCATION,235,0,0.7373929023742676
1300_75_4,DELETION,305,585,36,280,DELETION,246,583,1.0037579536437988
1400_30_0,DELETION,580,767,101,187,TRANSLOCATION,766,0,1.8679239749908447
1400_30_1,DELETION,1011,1093,93,82,DELETION,1011,1092,1.6531121730804443
1400_30_2,DELETION,232,521,75,289,DELETION,234,520,1.451350212097168
1400_30_3,DELETION,600,1040,79,440,DELETION,600,1039,1.398571491241455
1400_30_4,DELETION,772,929,83,157,DELETION,773,956,1.4741613864898682
1400_35_0,DELETION,614,665,90,51,DELETION,582,688,1.7454962730407715
1400_35_1,DELETION,895,1100,75,205,DELETION,880,1099,1.409085988998413
1400_35_2,DELETION,570,902,70,332,DELETION,571,908,1.3556644916534424
1400_35_3,DELETION,326,518,85,192,DELETION,326,517,1.706949234008789
1400_35_4,DELETION,447,635,66,188,DELETION,1400,1400,1.3183038234710693
1400_40_0,DELETION,726,1163,56,437,DELETION,718,1175,1.0782134532928467
1400_40_1,DELETION,514,792,61,278,DELETION,514,791,1.2740800380706787
1400_40_2,DELETION,899,1164,66,265,DELETION,890,1163,1.352712869644165
1400_40_3,DELETION,679,998,59,319,DELETION,680,1005,1.219266414642334
1400_40_4,DELETION,1032,1200,79,168,DELETION,1034,1229,1.5760343074798584
1400_45_0,DELETION,394,591,70,197,DELETION,366,627,1.6384069919586182
1400_45_1,DELETION,423,632,60,209,DELETION,423,660,1.3683218955993652
1400_45_2,DELETION,1158,1227,60,69,DELETION,1158,1225,1.2856523990631104
1400_45_3,DELETION,823,1116,58,293,DELETION,824,1115,1.230715036392212
1400_45_4,DELETION,316,662,61,346,DELETION,286,686,1.4071776866912842
1400_50_0,DELETION,381,799,33,418,DELETION,364,797,0.795565128326416
1400_50_1,DELETION,564,917,36,353,DELETION,564,916,0.8655192852020264
1400_50_2,DELETION,969,1039,58,70,DELETION,933,1074,1.3431096076965332
1400_50_3,DELETION,803,1067,55,264,DELETION,773,1066,1.2448968887329102
1400_50_4,DELETION,928,1125,52,197,DELETION,928,1156,1.2351047992706299
1400_55_0,DELETION,503,784,40,281,DELETION,503,783,1.0312037467956543
1400_55_1,DELETION,609,711,50,102,DELETION,600,710,1.277104377746582
1400_55_2,DELETION,402,731,51,329,DELETION,358,729,1.3171720504760742
1400_55_3,DELETION,586,751,57,165,DELETION,587,750,1.4275119304656982
1400_55_4,DELETION,639,810,49,171,DELETION,639,807,1.230578899383545
1400_60_0,DELETION,510,694,45,184,DELETION,510,693,1.1843345165252686
1400_60_1,DELETION,549,979,31,430,DELETION,495,976,0.8312506675720215
1400_60_2,DELETION,447,820,41,373,DELETION,411,819,1.0882246494293213
1400_60_3,DELETION,858,1023,38,165,DELETION,822,1022,0.946591854095459
1400_60_4,DELETION,314,529,30,215,DELETION,314,528,0.8197104930877686
1400_65_0,DELETION,364,759,43,395,DELETION,365,785,1.2352309226989746
1400_65_1,DELETION,323,767,28,444,DELETION,326,804,0.8042802810668945
1400_65_2,DELETION,734,947,35,213,DELETION,734,945,0.9277958869934082
1400_65_3,DELETION,771,1035,29,264,DELETION,771,1064,0.7767636775970459
1400_65_4,DELETION,570,1017,25,447,DELETION,570,1016,0.6812136173248291
1400_70_0,DELETION,508,682,49,174,DELETION,467,681,1.4048466682434082
1400_70_1,DELETION,442,782,31,340,DELETION,390,781,0.9048426151275635
1400_70_2,DELETION,449,914,28,465,DELETION,401,912,0.8892822265625
1400_70_3,DELETION,664,871,44,207,DELETION,666,870,1.286125659942627
1400_70_4,DELETION,453,901,24,448,DELETION,390,898,0.7331271171569824
1400_75_0,DELETION,784,1010,27,226,DELETION,714,1090,0.788804292678833
1400_75_1,DELETION,600,873,29,273,DELETION,533,872,0.8755393028259277
1400_75_2,DELETION,360,738,21,378,DELETION,320,763,0.6755928993225098
1400_75_3,DELETION,762,963,42,201,DELETION,762,969,1.221496343612671
1400_75_4,DELETION,609,847,27,238,TRANSLOCATION,845,0,0.841172456741333
1500_30_0,DELETION,726,1087,80,361,DELETION,726,1084,1.5719501972198486
1500_30_1,DELETION,1068,1115,107,47,DELETION,1068,1142,2.187762498855591
1500_30_2,DELETION,594,1024,69,430,TRANSLOCATION,1023,0,1.414748191833496
1500_30_3,DELETION,500,963,65,463,DELETION,500,962,1.3885719776153564
1500_30_4,DELETION,223,289,141,66,DELETION,223,288,2.905759334564209
1500_35_0,DELETION,795,1257,58,462,DELETION,766,1255,1.2278509140014648
1500_35_1,DELETION,614,840,76,226,TRANSLOCATION,615,0,1.6755824089050293
1500_35_2,DELETION,248,551,106,303,DELETION,248,561,2.3921077251434326
1500_35_3,DELETION,321,463,80,142,DELETION,309,461,1.8246386051177979
1500_35_4,DELETION,871,1204,70,333,TRANSLOCATION,847,0,1.4830999374389648
1500_40_0,DELETION,505,958,64,453,DELETION,505,957,1.5194799900054932
1500_40_1,DELETION,816,989,76,173,DELETION,816,988,1.7902960777282715
1500_40_2,DELETION,866,928,64,62,TRANSLOCATION,935,0,1.498033046722412
1500_40_3,DELETION,491,787,56,296,DELETION,490,786,1.3498404026031494
1500_40_4,DELETION,766,1009,76,243,DELETION,766,1008,1.7922296524047852
1500_45_0,DELETION,743,993,57,250,TRANSLOCATION,721,0,1.3897247314453125
1500_45_1,DELETION,610,1052,67,442,DELETION,610,1051,1.6320264339447021
1500_45_2,DELETION,1117,1255,58,138,TRANSLOCATION,1254,0,1.4104366302490234
1500_45_3,DELETION,435,529,79,94,DELETION,435,528,2.033874988555908
1500_45_4,DELETION,310,696,61,386,DELETION,295,695,1.6021857261657715
1500_50_0,DELETION,616,959,41,343,DELETION,616,958,1.0871467590332031
1500_50_1,DELETION,625,977,43,352,DELETION,584,976,1.1312294006347656
1500_50_2,DELETION,585,1065,39,480,DELETION,585,1064,0.9835169315338135
1500_50_3,DELETION,588,781,53,193,DELETION,584,780,1.3989040851593018
1500_50_4,DELETION,248,458,45,210,DELETION,252,456,1.229921817779541
1500_55_0,DELETION,450,837,46,387,DELETION,419,835,1.3189549446105957
1500_55_1,DELETION,763,1227,37,464,DELETION,763,1225,0.9499456882476807
1500_55_2,DELETION,327,470,49,143,DELETION,329,469,1.3750219345092773
1500_55_3,DELETION,675,1174,43,499,DELETION,675,1173,1.1273813247680664
1500_55_4,DELETION,1024,1139,44,115,DELETION,1024,1137,1.2318711280822754
1500_60_0,DELETION,860,1124,56,264,DELETION,830,1123,1.575547695159912
1500_60_1,DELETION,859,988,62,129,DELETION,859,987,1.7610688209533691
1500_60_2,DELETION,386,504,44,118,TRANSLOCATION,522,0,1.2983207702636719
1500_60_3,DELETION,718,1168,37,450,DELETION,720,1177,1.0330023765563965
1500_60_4,DELETION,728,1087,38,359,DELETION,669,1086,1.0693809986114502
1500_65_0,DELETION,673,851,32,178,DELETION,674,849,0.9944558143615723
1500_65_1,DELETION,673,925,36,252,DELETION,673,979,1.1000280380249023
1500_65_2,DELETION,327,810,31,483,DELETION,330,834,1.006302833557129
1500_65_3,DELETION,902,1214,30,312,DELETION,838,1232,0.8806750774383545
1500_65_4,DELETION,746,1164,41,418,DELETION,683,1192,1.1867940425872803
1500_70_0,DELETION,612,1088,25,476,DELETION,612,1167,0.7949140071868896
1500_70_1,DELETION,607,980,29,373,DELETION,566,979,0.9637229442596436
1500_70_2,DELETION,371,841,26,470,DELETION,372,839,0.9237091541290283
1500_70_3,DELETION,424,529,38,105,DELETION,424,538,1.2754130363464355
1500_70_4,DELETION,471,854,25,383,DELETION,422,920,0.8440580368041992
1500_75_0,DELETION,987,1146,38,159,DELETION,987,1145,1.2355172634124756
1500_75_1,DELETION,775,928,32,153,TRANSLOCATION,927,0,1.0721557140350342
1500_75_2,DELETION,365,504,35,139,DELETION,365,503,1.1990869045257568
1500_75_3,DELETION,347,743,34,396,DELETION,347,742,1.1927556991577148
1500_75_4,DELETION,471,871,20,400,TRANSLOCATION,870,0,0.6855919361114502
1600_30_0,DELETION,465,820,95,355,DELETION,454,839,2.133263111114502
1600_30_1,DELETION,327,778,66,451,TRANSLOCATION,777,0,1.569166660308838
1600_30_2,DELETION,217,448,91,231,DELETION,217,447,2.1360957622528076
1600_30_3,DELETION,620,757,95,137,DELETION,620,756,2.1402900218963623
1600_30_4,DELETION,310,519,114,209,DELETION,289,518,2.6517605781555176
1600_35_0,DELETION,1085,1343,96,258,DELETION,1088,1369,2.244851589202881
1600_35_1,DELETION,945,1307,72,362,DELETION,945,1306,1.6696527004241943
1600_35_2,DELETION,962,1246,93,284,DELETION,944,1245,2.1656908988952637
1600_35_3,DELETION,546,1005,52,459,DELETION,524,1004,1.315563440322876
1600_35_4,DELETION,1153,1349,123,196,DELETION,1153,1348,2.9263675212860107
1600_40_0,DELETION,782,1177,67,395,DELETION,782,1176,1.6804466247558594
1600_40_1,DELETION,312,723,49,411,DELETION,314,722,1.3476898670196533
1600_40_2,DELETION,359,882,63,523,DELETION,359,881,1.7259235382080078
1600_40_3,DELETION,913,1347,53,434,DELETION,913,1362,1.2683465480804443
1600_40_4,DELETION,487,778,69,291,DELETION,487,821,1.848818063735962
1600_45_0,DELETION,479,937,43,458,DELETION,479,936,1.2268590927124023
1600_45_1,DELETION,309,753,47,444,DELETION,251,765,1.424872636795044
1600_45_2,DELETION,232,650,42,418,TRANSLOCATION,684,0,1.2690083980560303
1600_45_3,DELETION,232,505,75,273,DELETION,232,505,2.228243112564087
1600_45_4,DELETION,1099,1246,80,147,DELETION,1089,1245,2.163414239883423
1600_50_0,DELETION,752,1226,37,474,DELETION,748,1225,1.0399649143218994
1600_50_1,DELETION,508,1036,41,528,DELETION,508,1057,1.210646629333496
1600_50_2,DELETION,510,831,42,321,DELETION,510,830,1.2321064472198486
1600_50_3,DELETION,773,999,40,226,DELETION,774,1052,1.146186351776123
1600_50_4,DELETION,802,1210,45,408,DELETION,803,1209,1.2643122673034668
1600_55_0,DELETION,981,1119,45,138,DELETION,942,1118,1.3756520748138428
1600_55_1,DELETION,412,540,53,128,DELETION,403,538,1.664400339126587
1600_55_2,DELETION,338,832,34,494,DELETION,275,842,1.128856897354126
1600_55_3,DELETION,281,769,36,488,DELETION,281,768,1.2088608741760254
1600_55_4,DELETION,966,1069,53,103,DELETION,967,1068,1.6277294158935547
1600_60_0,DELETION,1040,1143,49,103,DELETION,1040,1141,1.5464563369750977
1600_60_1,DELETION,877,1050,61,173,DELETION,877,1049,1.957320213317871
1600_60_2,DELETION,704,818,49,114,DELETION,692,839,1.657423734664917
1600_60_3,DELETION,845,1172,35,327,DELETION,777,1171,1.095787763595581
1600_60_4,DELETION,325,766,37,441,DELETION,325,781,1.274989128112793
1600_65_0,DELETION,598,988,27,390,DELETION,568,986,0.9383101463317871
1600_65_1,DELETION,671,875,44,204,TRANSLOCATION,671,0,1.5048868656158447
1600_65_2,DELETION,620,955,33,335,TRANSLOCATION,953,0,1.141235589981079
1600_65_3,DELETION,266,562,42,296,TRANSLOCATION,267,0,1.5340847969055176
1600_65_4,DELETION,487,759,38,272,TRANSLOCATION,425,0,1.3668017387390137
1600_70_0,DELETION,821,1000,33,179,TRANSLOCATION,1048,0,1.1972072124481201
1600_70_1,DELETION,773,902,31,129,DELETION,734,901,1.183997631072998
1600_70_2,DELETION,357,748,31,391,DELETION,335,747,1.205915927886963
1600_70_3,DELETION,548,883,35,335,DELETION,491,911,1.2649123668670654
1600_70_4,DELETION,701,1157,30,456,DELETION,636,1156,1.0570032596588135
1600_75_0,DELETION,498,737,37,239,DELETION,498,735,1.4803786277770996
1600_75_1,DELETION,601,855,31,254,DELETION,601,875,1.1988778114318848
1600_75_2,DELETION,693,1175,26,482,DELETION,673,1177,0.974367618560791
1600_75_3,DELETION,847,974,27,127,DELETION,848,973,1.0394971370697021
1600_75_4,DELETION,369,580,29,211,DELETION,317,579,1.1059858798980713
1700_30_0,DELETION,674,877,120,203,DELETION,674,901,2.963634729385376
1700_30_1,DELETION,421,879,69,458,DELETION,421,877,1.7125134468078613
1700_30_2,DELETION,159,675,93,516,DELETION,159,705,2.5028953552246094
1700_30_3,DELETION,971,1318,69,347,DELETION,971,1317,1.632950782775879
1700_30_4,DELETION,609,1104,73,495,DELETION,591,1103,1.7797245979309082
1700_35_0,DELETION,459,536,99,77,DELETION,439,569,2.706909656524658
1700_35_1,DELETION,561,732,86,171,DELETION,538,731,2.341158866882324
1700_35_2,DELETION,733,1249,56,516,DELETION,734,1248,1.505199909210205
1700_35_3,DELETION,797,904,107,107,DELETION,783,903,2.863327980041504
1700_35_4,DELETION,604,989,83,385,DELETION,604,988,2.2423572540283203
1700_40_0,DELETION,513,968,41,455,DELETION,489,967,1.2181856632232666
1700_40_1,DELETION,756,1208,43,452,DELETION,730,1207,1.197373628616333
1700_40_2,DELETION,840,1266,55,426,DELETION,831,1265,1.5147318840026855
1700_40_3,DELETION,283,813,69,530,DELETION,283,811,2.131417989730835
1700_40_4,DELETION,332,773,54,441,DELETION,332,772,1.6125717163085938
1700_45_0,DELETION,1024,1393,61,369,DELETION,1024,1412,1.7358872890472412
1700_45_1,DELETION,546,1085,61,539,DELETION,546,1084,1.883354902267456
1700_45_2,DELETION,761,1285,36,524,TRANSLOCATION,1285,0,1.0436766147613525
1700_45_3,DELETION,919,1432,45,513,DELETION,919,1431,1.2707347869873047
1700_45_4,DELETION,222,580,68,358,DELETION,183,620,2.193408489227295
1700_50_0,DELETION,363,544,73,181,DELETION,342,543,2.3831822872161865
1700_50_1,DELETION,323,655,44,332,DELETION,313,667,1.5448555946350098
1700_50_2,DELETION,949,1329,46,380,DELETION,947,1328,1.5054521560668945
1700_50_3,DELETION,454,765,52,311,DELETION,418,777,1.732532024383545
1700_50_4,DELETION,411,795,38,384,DELETION,358,831,1.3076350688934326
1700_55_0,DELETION,410,966,29,556,DELETION,381,970,1.0383002758026123
1700_55_1,DELETION,728,882,51,154,DELETION,728,881,1.7265710830688477
1700_55_2,DELETION,320,681,44,361,TRANSLOCATION,680,0,1.5666422843933105
1700_55_3,DELETION,814,1287,36,473,DELETION,814,1286,1.1540908813476562
1700_55_4,DELETION,446,917,51,471,DELETION,446,916,1.7904691696166992
1700_60_0,DELETION,639,835,40,196,DELETION,613,845,1.5119836330413818
1700_60_1,DELETION,767,1224,39,457,DELETION,767,1275,1.3924565315246582
1700_60_2,DELETION,663,1023,44,360,DELETION,613,1022,1.5760993957519531
1700_60_3,DELETION,390,550,35,160,DELETION,1700,1700,1.3029792308807373
1700_60_4,DELETION,684,996,35,312,DELETION,646,995,1.3035593032836914
1700_65_0,DELETION,859,1296,28,437,DELETION,846,1340,1.0449588298797607
1700_65_1,DELETION,442,855,42,413,DELETION,442,854,1.665907382965088
1700_65_2,DELETION,385,568,53,183,DELETION,386,588,2.174715280532837
1700_65_3,DELETION,465,661,47,196,DELETION,465,738,1.871279239654541
1700_65_4,DELETION,542,767,34,225,DELETION,542,844,1.3435373306274414
1700_70_0,DELETION,775,1010,29,235,DELETION,775,1029,1.188415288925171
1700_70_1,DELETION,550,722,44,172,DELETION,504,757,1.787628412246704
1700_70_2,DELETION,963,1186,33,223,TRANSLOCATION,905,0,1.279019832611084
1700_70_3,DELETION,945,1140,30,195,DELETION,945,1206,1.1710171699523926
1700_70_4,DELETION,711,919,33,208,DELETION,711,917,1.367020606994629
1700_75_0,DELETION,511,901,33,390,DELETION,512,920,1.432819128036499
1700_75_1,DELETION,552,897,31,345,DELETION,524,896,1.3587779998779297
1700_75_2,DELETION,858,1236,25,378,DELETION,816,1235,1.0497214794158936
1700_75_3,DELETION,504,1048,21,544,DELETION,505,1067,0.9420726299285889
1700_75_4,DELETION,695,1037,26,342,DELETION,695,1034,1.0835554599761963
1800_30_0,DELETION,775,1074,86,299,TRANSLOCATION,775,0,2.3927271366119385
1800_30_1,DELETION,189,450,79,261,TRANSLOCATION,449,0,2.251093864440918
1800_30_2,DELETION,400,760,81,360,DELETION,401,758,2.3935465812683105
1800_30_3,DELETION,454,959,81,505,TRANSLOCATION,454,0,2.281372308731079
1800_30_4,DELETION,924,1190,137,266,DELETION,925,1186,3.726412296295166
1800_35_0,DELETION,258,330,84,72,DELETION,238,365,2.530543565750122
1800_35_1,DELETION,1000,1331,88,331,DELETION,972,1330,2.5368943214416504
1800_35_2,DELETION,624,866,80,242,TRANSLOCATION,865,0,2.4187092781066895
1800_35_3,DELETION,568,691,137,123,DELETION,539,688,4.06131649017334
1800_35_4,DELETION,871,1259,70,388,DELETION,871,1257,1.9949815273284912
1800_40_0,DELETION,464,1040,64,576,DELETION,464,1043,2.0626425743103027
1800_40_1,DELETION,368,583,76,215,DELETION,370,582,2.5193283557891846
1800_40_2,DELETION,1095,1478,73,383,DELETION,1048,1476,2.2199602127075195
1800_40_3,DELETION,1275,1397,94,122,DELETION,1275,1415,2.9146711826324463
1800_40_4,DELETION,840,1091,87,251,DELETION,840,1090,2.7669506072998047
1800_45_0,DELETION,828,1223,46,395,TRANSLOCATION,1222,0,1.532698154449463
1800_45_1,DELETION,675,1267,48,592,DELETION,675,1266,1.5884454250335693
1800_45_2,DELETION,798,1143,61,345,DELETION,761,1170,2.0108728408813477
1800_45_3,DELETION,460,727,44,267,TRANSLOCATION,422,0,1.5064947605133057
1800_45_4,DELETION,494,750,69,256,DELETION,495,779,2.328773021697998
1800_50_0,DELETION,372,811,52,439,DELETION,373,827,1.9431488513946533
1800_50_1,DELETION,901,1366,45,465,DELETION,901,1365,1.5033087730407715
1800_50_2,DELETION,728,1218,50,490,DELETION,676,1216,1.7895734310150146
1800_50_3,DELETION,434,744,61,310,DELETION,421,795,2.233696222305298
1800_50_4,DELETION,853,1372,53,519,DELETION,853,1370,1.7989060878753662
1800_55_0,DELETION,471,972,47,501,DELETION,471,970,1.7965013980865479
1800_55_1,DELETION,443,678,43,235,TRANSLOCATION,443,0,1.7344591617584229
1800_55_2,DELETION,576,1006,51,430,DELETION,543,1005,1.998016357421875
1800_55_3,DELETION,794,1128,35,334,DELETION,795,1126,1.3231043815612793
1800_55_4,DELETION,793,1370,30,577,DELETION,732,1421,1.1203303337097168
1800_60_0,DELETION,846,1196,40,350,DELETION,819,1250,1.602585792541504
1800_60_1,DELETION,1153,1334,61,181,DELETION,1091,1333,2.4362740516662598
1800_60_2,DELETION,455,812,40,357,DELETION,433,858,1.6970956325531006
1800_60_3,DELETION,854,1407,33,553,DELETION,811,1406,1.2322077751159668
1800_60_4,DELETION,1143,1367,39,224,DELETION,1143,1376,1.4946551322937012
1800_65_0,DELETION,910,1275,33,365,DELETION,911,1291,1.3530857563018799
1800_65_1,DELETION,983,1273,31,290,DELETION,973,1272,1.268995761871338
1800_65_2,DELETION,894,1401,35,507,DELETION,841,1478,1.376617193222046
1800_65_3,DELETION,878,1133,37,255,TRANSLOCATION,878,0,1.504408597946167
1800_65_4,DELETION,477,904,44,427,DELETION,477,903,1.932434320449829
1800_70_0,DELETION,460,676,36,216,TRANSLOCATION,452,0,1.601149320602417
1800_70_1,DELETION,570,1169,26,599,TRANSLOCATION,1168,0,1.1493964195251465
1800_70_2,DELETION,1099,1268,46,169,DELETION,1023,1307,1.9858653545379639
1800_70_3,DELETION,692,1268,28,576,DELETION,692,1285,1.199756383895874
1800_70_4,DELETION,400,962,30,562,DELETION,330,1014,1.398125410079956
1800_75_0,DELETION,449,884,24,435,TRANSLOCATION,429,0,1.155801773071289
1800_75_1,DELETION,810,1131,36,321,DELETION,793,1130,1.647672414779663
1800_75_2,DELETION,646,927,36,281,DELETION,646,926,1.661895513534546
1800_75_3,DELETION,632,1226,19,594,DELETION,543,1332,0.8578505516052246
1800_75_4,DELETION,499,961,33,462,DELETION,499,960,1.568274974822998
1900_30_0,DELETION,607,694,142,87,DELETION,586,693,4.1479010581970215
1900_30_1,DELETION,747,851,104,104,DELETION,747,850,3.01190447807312
1900_30_2,DELETION,171,689,62,518,TRANSLOCATION,171,0,1.9080674648284912
1900_30_3,DELETION,744,1131,96,387,DELETION,716,1130,2.7779088020324707
1900_30_4,DELETION,641,865,73,224,DELETION,1900,1900,2.1076724529266357
1900_35_0,DELETION,219,479,84,260,DELETION,219,478,2.7616167068481445
1900_35_1,DELETION,707,1325,60,618,DELETION,658,1323,1.8679208755493164
1900_35_2,DELETION,1118,1649,79,531,DELETION,1119,1648,2.340399742126465
1900_35_3,DELETION,734,883,105,149,DELETION,721,882,3.3053975105285645
1900_35_4,DELETION,668,1089,76,421,DELETION,668,1087,2.427104949951172
1900_40_0,DELETION,786,1395,60,609,DELETION,786,1394,1.9735019207000732
1900_40_1,DELETION,1058,1501,58,443,DELETION,1059,1498,1.8760764598846436
1900_40_2,DELETION,1044,1431,69,387,DELETION,1007,1470,2.209728240966797
1900_40_3,DELETION,508,803,61,295,DELETION,486,800,2.120147705078125
1900_40_4,DELETION,532,964,70,432,DELETION,534,963,2.421886920928955
1900_45_0,DELETION,722,1213,45,491,DELETION,722,1212,1.63374662399292
1900_45_1,DELETION,289,778,57,489,DELETION,289,820,2.197991371154785
1900_45_2,DELETION,728,1006,75,278,DELETION,678,1009,2.762713670730591
1900_45_3,DELETION,819,1077,75,258,DELETION,819,1075,2.759752035140991
1900_45_4,DELETION,774,1176,42,402,DELETION,771,1217,1.5451397895812988
1900_50_0,DELETION,1052,1564,39,512,DELETION,996,1563,1.4489474296569824
1900_50_1,DELETION,534,1130,39,596,DELETION,528,1129,1.5986113548278809
